id,alias,notes,justificationDiscussion,root_form,root_language,gloss_in_root_lang,loan_notes,loan_source,loanword,loanEventTimeDepthBP,loanSourceCognateClass_id,sourceFormInLoanLanguage,notProtoIndoEuropean,parallelLoanEvent,dubiousSet,parallelDerivation,revisedBy,revisedYet,ideophonic,proposedAsCognateTo_id,proposedAsCognateToScale,alsoUsedInOtherMeanings,name,lateParallelDerivationWithCognate_id,supersetid
3010,L,,,*h₂en-o-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3011,M,,,*u,Proto-Indo-European,there,,,False,,,,False,False,False,False,,False,False,,0,"element AU- in Greek: IE *u-, maybe cognate with /cognate/2685/,  /cognate/2439/ and /cognate/1665/",,,
3015,O,,,*hī-,Proto-Germanic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3018,L,,,*Heu̯- (*(h₁)au̯-?),Proto-Indo-European,,,,False,,,,False,False,False,True,,False,False,,0,"Nep. UT(H)A comp. of U + TA (< Skt. -TRA loc. part.?) (Turner 1931: 47), cf. comment on 'he' in /cognate/1665/, U may be ultimately cogn. with AU- and E- in /cognate/3019/; NIA forms are built in parallel with 'here'; TJ: first part probably identical with cognate set 5069 of ""that""",,,
3020,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3021,L,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3023,M,,"Hittite maklant-, generally interpreted as a derivative *m(e)h₂k-lo-nt-, and root-cognate to the Caland adjective *mh₂k̑-ró- found in Proto-Germanic *magrá- 'meagre, slim', Gk. μακρός 'long, tall', Lat. macer 'meagre, lean' ({ref HED M} 19-20, {ref Kloekhorst 2008}:545, {ref NIL} 478-481).",*meh₂k̑-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'long' in /cognate/1506/, 'far' in /cognate/1477/.",,,
3024,N,= Skt. DURBALAḤ 'weak' (Turner 1931: 315),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3025,O,= Skt.  MASṚṆAḤ 'soft'  (Turner 1931: 496),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3027,Q,,"Romance lexemes from Latin fīnis 'boundary, limit' ({ref Meyer-Lübke 1935}:287), no certain further etymology (cf. {ref Ernout & Meillet 1985}:236-237, {ref de Vaan 2008}:222 for discussion of various proposals).",fīnis,Latin,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3028,K,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3029,L,,"Root etymology uncertain, cf. {ref Adams 2013}:407-408 for two possibilities to either *bʰleg- 'shine' or *bʰel- 'speak, yell; bark' of which {ref Malzahn 2010}:721 prefers the former etymology.",*pəlska-,Proto-Tocharian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3030,M,,"Denominal verbs to Albanian mend 'mind', a borrowing from Latin mentem 'mind' (acc.sg.) ({ref Meyer 1891}:274, {ref Huld 1984}:91, {ref Orel 1998}:256).",mendoj ~ mênoj,Albanian,,Acc. Sg.,Latin,True,,,mentem,False,False,False,False,MJCS,True,False,,0,,,,
3031,N,,,*nem-,Proto-Indo-European,"dispense, distribute",,,False,,,,False,False,False,False,,False,False,,0,,,,
3032,O,"parallel Sanskritisms, cf. vicāra- m. 'pondering' (MBh.), Prakrit viāra- m. 'thought'",,[vicāra-],[Sanskrit],,m.,Sanskrit,True,,,vicāra-,False,True,False,False,,False,False,,0,,,,
3033,P,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3034,Q,,,*g̑neh₃-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3035,R,,"Middle and Modern Indic lexemes from derived from Vedic √cet- 'to recognise' ({ref Turner 1962–1966}:261, no. 4815), ultimately from PIE *kʷei̯t- 'to observe, recognise', traditionally analysed as a root-extended form *kʷei̯-t- to a more basic root *kʷei̯- (cf. {ref EWAia} I:547-548, {ref LIV²} 382-383).",*kʷei̯t-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3036,S,,"Indo-Iranic lexemes derived from PIE *men- 'to think' ({ref EWAia} II:305-306, cf. {ref LIV²} 435-436).",*men-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'say' in /cognate/6841/.,,,220
3037,T,,"No certain etymology outside of Slavic (cf. {ref ESSJa} 5:154-156, {ref Vasmer 1986-1987} 1:552, {ref Rejzek 2001}:149, {ref Boryś 2005}:132).",*dum-,Proto-Slavic,,,,False,,,,False,False,False,False,LJ,True,False,,0,,,,
3038,U,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3039,V,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3040,O,,"Possibly from IE *smei̯d- 'to smear', cf. {ref Kroonen 2013}:459, {ref LIV²} 569. See {ref Seebold 1970}:437-438 for older unconvincing proposals to Lat. mittere (ruled out as phonologically implausible by {ref LIV²}).",?*smei̯d-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3041,P,,"Possibly cognate with Hittite peššii̯e/a- 'throw', but the connection is disputed; cf. /cognate/8675/ for further discussion and references. Otherwise only Indo-Iranic (cf. {ref EWAia} I:144-145, {ref LIV²} 242-243).",*h₁es-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3043,K,= Skt. NṚTUḤ 'dancer < shake' (Turner 1931: 339),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3045,R,,"The etymology is obscure, probably of onomatopoeic origin ({ref Skok 1971-1974} 1:84-85). No certain etymology outside of Slavic: the etymology proposed in {ref ESSJa} 1:118-120 is ingenious but speculative.",*bac-,Proto-Slavic,,,,False,,,,False,False,False,False,LJ,True,False,,0,,,,
3046,S,,"Possibly a variant to the more widely attested root *terh₁- 'bore, rub' ({ref LIV²} 632), cf. {ref LIV²} 647 s.v. ?*treh₁-, {ref Kroonen 2013}:546, {ref Seebold 1970}:519.",?*treh₁-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,336
3047,T,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3048,U,,,*slengw-a-,Proto-Germanic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3049,V,,"Romance lexemes from Latin lanceāre ({ref Meyer-Lübke 1935}:396), a denominal verb to Latin lancea 'lance'. Further etymology uncertain, possibly a Celtic loanword ({ref Ernout & Meillet 1985}:339-340).",lanceāre,Latin,,"Latin lancea is certainly a loanword in origin, but it's precise origins are unclear (cf. Ernout & Meillet 1985:339-340).",Celtic?,True,,,,False,False,False,False,MJCS,True,False,,0,,,,
3050,W,,"Romance lexemes as though from Latin *tīrāre, of uncertain origin (cf. {ref Meyer-Lübke 1935}:725, {ref DCECH} V:505-508 for further discussion).",*tīrāre,Latin,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'pull' in /cognate/1267/.,,,
3051,X,< Lat. ERUNCARE 'weed out' (Buck),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3052,Y,< MHG BOZEN 'to strike' (Diez 1864: 86),,[*bōtan-],[Germanic],,,,False,,,,False,False,False,False,,False,False,,0,,,,
3054,Z,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3055,L,,"Anatolian and Baltic lexemes whose cognacy is generally agreed, but root reconstruction difficult. Cf. comments of {ref Kloekhorst 2008}:392-393. LIV¹ reconstructs *seh₂(i̯)-, {ref LIV²} *sh₂ei̯-. As a compromise between the two versions of LIV and {ref Kloekhorst 2008}, we give *seh₂(i̯)- as the root ref. form for this class. See also {ref Derksen 2015}:397-398. For Indo-Iranic lexemes not in the target meaning attached to this set, cf. {ref EWAia} II:720-721.
",*seh₂(i̯)-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'house' in /cognate/6353/.,,,
3056,M,,"Generally connected since {ref Fraenkel 1932}:229-230 to Lithuanian ker̃gti 'tie, bind' ({ref Hilmarsson 1996}:87-88, {ref Malzahn 2010}:573-574, {ref Adams 2013}:171-172) from a PIE root *kergʰ- or *kergʷʰ- (not in {ref LIV²}).",*kerg⁽ʷ⁾ʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3057,N,"cf. Vedic (Br) grathnā́ti, Sanskrit granthayati (MhB), grathati (Dhātup.), Pali gantheti; cf. Turner 1962-66, p. 233, no. 4353, Mayrhofer EWAia I, p. 504f.",,*gra(n)tʰ-,Proto-Indo-Iranic,'ties',,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3058,O,,"From Proto-Germanic *knūϸan- ~ *knuttan- 'knot' and probably continuing a derivation of PIE *g̑enu- 'knee, nodule' ({ref de Vries 1977}:322-323, {ref Kroonen 2013}:298-299; cf. {ref Kluge 2011}:508).",*g̑enu-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'knee' in /cognate/2456/,,,
3059,P,,,*u̯reik̑-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3060,Q,,"Iberian Romance lexemes from Latin aptāre ({ref Meyer-Lübke 1935}:46, {ref DCECH} I:389-390), further to PIE *h₁ep- 'grasp, seize' ({ref de Vaan 2008}:47, {ref LIV²} 237-238).",*h₁ep-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'give' in /cognate/3824/.,,,110
3061,Q,,"Denominal formation, but further details are disputed (cf. {ref Malzahn 2010}:963-964, {ref Adams 2013}:787-788 for further discussion).",*spartwa-,Proto-Tocharian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3062,R,,Etymology outside of Iranian uncertain ({ref Cheung 2007}:104-105).,*gar-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,379
3063,A,,"Romance lexemes from Latin gȳrāre 'to turn around in a circle' ({ref Meyer-Lübke 1935}:335), a denominal verb from Latin gȳrus 'circle', a technical term borrowed from Ancient Greek γῦρος 'ring, circle' ({ref Ernout & Meillet 1985}:286).",gȳrāre,Latin,,,Greek: Ancient,True,,,γῦρος / gũros,False,False,False,False,MJCS,True,False,,0,,,,
3066,S,,"Slavic lexemes from Proto-Slavic *tekti 'to flow, run', and further derived from PIE *tekʷ- 'to flow, run' ({ref Bezlaj 1977-2005} 4:159, {ref Derksen 2008}:489, {ref LIV²} 620-621).",*tekʷ-,Proto-Indo-European,,,,False,,,,False,False,False,False,"LJ, MJCS",True,False,,0,"Cf. 'come' in /cognate/15/, 'run' in /cognate/5199/, 'fly_V' in /cognate/3259/, 'river' in /cognate/5249/ 'swell' in /cognate/1881/.",,,284
3067,T,,"Baltic lexemes as through from PIE *greng̑ʰ- 'to turn' ({ref ALEW} 360-361, {ref LIV²} 191; cf. {ref Kroonen 2013}:305-306). The reconstructed root is restricted in attestation to Germanic and Baltic.",?*greng̑ʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'round' in /cognate/9606/.,,,326
3068,U,,"Continuing the Germanic strong verb *wendan-, and further to PIE *u̯endʰ- (cf. {ref Seebold 1970}:554-556, {ref Kroonen 2013}:587, {ref Kluge 2011}:970, {ref LIV²} 681-682).",*u̯endʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,314
3070,O,,"Modern Indic lexemes continuing derivatives of the Vedic root √chard- 'to overflow', cf. causative stem chardáyati 'cause to overflow, vomit' ({ref Turner 1962–1966}:273-274 no. 4998). Further etymology uncertain ({ref EWAia} I:557)",chardáyati,Vedic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3071,P,"cf. Turner 1962-66, no. 2538, Turner 1931: 565",,*okk-,Indic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3072,Q,,"Light verb construction with Nepali बान्ता / bāntā 'vomit' as its semantic head. Loanword from Sanskrit vānta- 'vomited, ejected from the mouth' with subsequent sound change of initial v- > b- ({ref Turner 1931}:434).",बान्ता / bāntā,Nepali,,,Sanskrit,True,,840,बान्ता / vānta-,False,False,False,False,MJCS,True,False,,0,,,,
3074,R,,"The forms in this class from Proto-Germanic *spīwan- are generally compared with similar verbs denoting 'to spit' found elsewhere among the Indo-European languages ({ref LIV²} 583-584, reconstructing *spti̯eu̯H-, cf. non-Jena 175 'spit' in /cognate/305/). Reconstructing a common IE root for these forms, however, is extremely difficult, as the forms in various branches likely underwent deformations or reformations among individual daughter languages due to onomatopoeia or phonotactic reasons. Within Germanic these forms are more-or-less regular from *spīwan- / *speiw-a- (cf. {ref Seebold 1970}:450-452, {ref Kroonen 2013}:468).",*spīwan-,Proto-Germanic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'spit' in /cognate/305/.,,,
3076,T,,"A negative verbal derivative of Breton lonk- 'swallow' (Old Breton lunc), i.e. to un-swallow ({ref Deshayes 2003}:472-473), further connected to Old Irish slucc-, Welsh llyncu 'to swallow' from Proto-Celtic *slu-n-k-e/o- and ultimately derived from PIE *sleu̯k- 'to swallow, gulp' ({ref Schumacher 2004}:593-595, {ref LIV²} 568, cf. {ref Matasović 2009}:347, {ref Vendryes et al. 1959–1996} S:139).",*sleu̯k-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3077,K,,,*u̯lei̯kʷ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3078,Q,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3079,N,,"Indo-Iranic lexemes from PIE *(s)neh₂- 'to bathe, swim' ({ref LIV²} 572-573, {ref EWAia} II:769-770, {ref Cheung 2007}:348-349). For Punjabi, cf. {ref Turner 1962–1966}:796, no. 13791.",*(s)neh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'swim' in /cognate/535/, 'hide' in /cognate/7179/, 'fly_V' in /cognate/1005/.",,,18
3080,O,,"Hellenic, Indo-Iranic, and Celtic lexemes from PIE *nei̯gʷ- 'to wash' ({ref LIV²} 450, cf. {ref Beekes 2010}:1020-1021, {ref EWAia} II:54, {ref Turner 1962–1966}:410 no. 7167, {ref Vendryes et al. 1959–1996} N:16-17, {ref Matasović 2009}:290-291).",*nei̯gʷ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'good' in /cognate/4498/.,,,231
3081,P,,"Continuing a derivative of Sanskrit kṣálati 'flows' ({ref Turner 1962–1966}:190 no. 3664), further to PIE *gʷg̑ʰer- 'to drift in water, flow' ({ref {EWAia} I:428-429, {ref LIV²} 213-214).",*gʷg̑ʰer-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,93
3082,Q,,"Slavic lexemes derived from PIE 3. *per- 'to beat' ({ref Derksen 2008}:427-428, {ref Boryś 2005}:478-479, cf. {ref LIV²} 473).",*per-,Proto-Indo-European,,,,False,,,,False,False,False,False,"MJCS, LJ",True,False,,0,Cf. 'claw' in /cognate/7745/,,,448
3083,R,,,*mesg-,Proto-Indo-European,"'sink, descend'",,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,223
3084,N,,,,,,,,False,,,,False,False,False,False,,False,False,,0,cogn. with 'swim' in /cognate/535/,,,
3088,F,,,*ente,Proto-Tocharian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3089,K,"comp. NPers. GŌŠĀ 'edge, corner'. Rather not: NP gušād is from Middle Persian wišād! MJK",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3090,L,,"Hellenic, Indo-Iranic, and Italic lexemes from PIE *h₁urH-ú- 'broad, wide', presupposing a full-grade root *h₁u̯erH- (cf. {ref Beekes 2010}:483-484, {ref EWAia} I:227, {ref Abaev 1959–1995} IV:90-91, {ref Untermann 2000}:310, {ref de Vaan 2008}:645).",*h₁u̯erH-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'chest' in /cognate/5924/.,,,120
3091,M,,"From Medieval Greek φαρδύς < Ancient (εὐ-)φραδής 'wise; linguistically correct', with metathesis /fra-/ > /far-/ ({ref Babinotis 2010}:1523), further a derivative from the same root as Ancient Greek φράζομαι 'to consider, think (up), perceive', but with no known etymology outside of Greek (cf. {ref Beekes 2010}:1588).",*pʰr̥d-,Proto-Greek,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3092,N,"loan, via Hindi farāḵẖ from Persian (Turner 1931: 401)",,فراخ / farāḵẖ,[Persian],,,Hindi < Persian,True,,,فراخ / farāḵẖ,False,False,False,False,,False,False,,0,,,,
3093,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3094,I,,,*braida-,Proto-Germanic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3095,P,,"Root etymology and connections outside of Italic disputed, cf. {ref Meiser 2002}:112, {ref de Vaan 2008}:329-330 for further discussion. For the Romance lexemes in this class, cf. {ref Meyer-Lübke 1935}:401.",lātus,Latin,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3096,Q,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3100,N,"< Lat. SOCIUS (Buck 1949: 97), cogn. with 'husband' in  /lexeme/13423/",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3101,O,etym. dub. (Buck 1949: 83),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3102,P,"perh. fr. Skt YOJITĀ 'yoked, joined' (Turner 1931: 223)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3103,Q,,,,,,,,False,,,,False,False,False,False,,False,False,,0,cogn. with 'husband' in /cognate/2724/,,,
3104,R,,,,,,,,False,,,,False,False,False,False,,False,False,,0,"cogn. with 'fire, heat, hearth' in many Indian languages, therefore most prob. cogn. with 'warm' in /cognate/333/ (Turner 1931: 154)",,,
3105,S,"element FRAU, VROUW etc. 'woman'",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3106,T,"element HUS, HUIS 'house'",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3107,U,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3108,V,"< Lat. SPONSŪS 'betrothed, bridegroom' < SPONDĒRE 'promise'",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3109,W,"Lat. FĒMINA 'a female', = FĒLĀRE 'suck'",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3110,I,,,*bʰleh₁-,Proto-Indo-European,wail,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'blow' in /cognate/190/.,,,38
3111,J,,"Modern Greek lexemes from Medieval Greek ἀέρας, a new α-stem morphologically remodelled from Ancient Greek ἀήρ, ἀέρος 'mist, haze, clouds, atmosphere', and ultimately derived from PIE *h₂eu̯s-er- ({ref Babinotis 2010}:70, {ref Beekes 2010}:27).",*h₂eu̯s-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,cf. 'sky' in /cognate/6202/.,,,135
3112,K,,,[شمال / šamāl],[Arabic],,'north; north wind',Arabic,True,,,شمال / šamāl,False,True,False,False,,False,False,,0,,,,
3113,L,,"Indo-Iranic lexemes derived from PIE *dʰmeH- 'to blow' ({ref Turner 1962–1966}:385 no. 6732, {ref Abaev 1959–1995} I:381-383, cf. {ref EWAia} I:775-776, {ref Cheung 2007}:55-56, {ref LIV²} 153).",*dʰmeH-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'blow' in /cognate/2567/, 'breathe' in /cognate/3738/, 'neck' in /cognate/9538/, 'nose' in /cognate/9218/, 'swell' in /cognate/9032/, 'rain' in /cognate/8821/.",,,77
3114,M,"cf. Urdu /lexeme/26095/; bāl-forms via *barza-/bazra- ? Note the similarity of bāl-forms with the well-attested Hamito-Semitic *bal- root ""wing, feather"" (Orel/Stolbova 1995: 52) with a short vowel.",,*bʰeh₂g̑ʰu-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,30
3115,E,The Pashai form is probably a feminine derivative of *ḍayanaka- or a similar form.,"Indic lexemes as though from Sanskrit *uḍḍīyate ~ *uḍḍayate 'flies up' ({ref Turner 1962–1966}:77, no.1697), further derived from Vedic √day-ⁱ (1) 'fly'; no further etymology ({ref EWAia} I:700, {ref KEWA} I:460).",day-,Vedic,,,,False,,,,False,False,False,False,,False,False,,0,Cf. /cognate/776/ 'fly',,,
3116,H,,,*bʰreu̯s-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,"Cf. 'breast' in /cognate/2211/, 'belly' in /cognate/2211/.",,,
3118,Q,"IE *lei-, li-, = Skt. LĪ- 'to vanish' (Windekens 1976: 70)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3119,R,comp. /lexeme/19296/,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3120,S,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3121,T,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3122,U,,,,,,,,False,,,,False,False,False,False,,False,False,,0,"'dry' < Lat. EX-SUCTUS (Diez 1864: 418), thus prob. related to 'dry' in /cognate/2493/",,,
3123,V,comp. Fr. NETTOYER 'to clean',,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3124,W,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3125,O,,,*śəle (*ścəle?),Proto-Tocharian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3127,B,,,*h₂er-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3128,K,"comp. OIr. REM- 'forth, ahead', RE 'in front of'",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3129,N,,"Germanic and Celtic lexemes reflecting a u-stem noun *u̯idʰ-ú- with the zero-grade of the root. For the reconstruction given, see {ref ALEW} s.v. Lith. vidùs, cf. {ref Kroonen 2013}:585, {ref Matasović 2009}:420.",*u̯idʰh₁ú-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"Cf. 'tree' in /cognate/1074/, 'hunt' in /cognate/5123/, 'guts' in /cognate/5537/. ",,,318
3130,O,,"Germanic lexemes from Proto-Germanic *walþu- 'field, uncultivated area, wood', further from a PIE derived stem *uólH-tu- ({ref Kluge 2011}:968, {ref Kroonen 2013}:571-572).",*u̯elH-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3131,P,,,karāśśa,Loan from Khotanese?,,,,True,,,,False,False,False,False,,False,False,,0,,,,
3132,Q,,,*wərto,Proto-Tocharian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3133,R,,"No etymology outside of Italic ({ref Ernout & Meillet 1985}:626, {ref de Vaan 2008}:564).",silua,Latin,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3135,S,,"No certain etymology outside of Indo-Iranic ({ref EWAia} II:500). For Modern Indic forms, cf. {ref Turner 1962–1966}:657, no. 11258.",*u̯an-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'tree' in /cognate/2360/,,,358
3136,T,,,,,,,,False,,,,False,False,False,False,,False,False,,0,"= Skt. KĀŠṬHA 'wood, timber' (Turner 1931: 85), see e.g. 'dig' in /cognate/986/",,,
3137,U,,"This lexeme is derived from PS *šum- and has an onomatopoeic origin. Therefore, further IE cognates are uncertain.",*šum-,Proto-Slavic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3139,F,,"Etymology outside of Germanic uncertain ({ref Lehmann 1986}:247, {ref Orel 2003}:264). {ref Kroonen 2013}:358 suggests a comparison with Ru. motýl' 'maggot'.",*maþan-,Proto-Germanic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3140,G,,"Of uncertain etymology, it is doubtful that the lexemes may be derived from Latin cossus 'a kind of larva' as previously supposed ({ref DCECH} III:287-290, cf. {ref Meyer-Lübke 1935}:211).",gusano,Old Spanish,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3141,H,,"According to {ref Adams 2013}:548, to be derived from PIE 2.*u̯el- 'spin, roll' ({ref LIV²} 675).",*u̯el-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'turn' in /cognate/8102/.,,,308
3142,I,,"The root is ideophonic. Any further etymology (as *(s)kreb-, cf. {ref ESSJa}) is speculative.",*xrob-,Proto-Slavic,,,,False,,,,False,False,False,False,LJ,True,False,,0,,,,
3143,J,"cf. Turner 1962-66, no. 8393",,*pokka-,Indic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3145,L,,"Etymology uncertain. Traditionally considered a derivative of a root *terp-, an extended form of the root *ter- 'to bore' exclusive to Balto-Slavic ({ref IEW} 1078, {ref Karulis 1992} II:376), but cf. {ref LIV²} 632-633 now reconstructing *terh₁- for the assumed base root.",tārps,Latvian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3146,M,,,,,,,,False,,,,False,False,False,False,,False,False,,0,"either fr. Lat. BESTIA 'animal' or fr. the Germanic root of 'to bite' /cognate/187/ (Diez prefers the latter, 1864: 77) ",,,
3147,N,,"Etymology outside of Tocharian uncertain, cf. {ref Adams 2013}:410-411 for various proposals.",*pʸəkʷəl,Proto-Tocharian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3148,O,Baltic goes back to *met-,"IE root identification uncertain, cf. {ref ALEW} 641-643, {ref Derksen 2015}:307, 314 for further discussion.",*met-,Proto-Baltic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3149,H,"cf. Turner 1962-66, no. 1135, Mayrhofer EWAia I, p. 164f.",,*h₁éh₁tmn,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3150,I,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3151,M,,Original sense 'female breast' derived from PIE *dʰeh₁(i̯)- 'to suckle' ({ref Kloekhorst 2008}:875-877).,*dʰeh₁(i̯)-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'child' in /cognate/6366/.,,,72
3153,Q,,"Romance lexemes continuing Latin pilus 'hair' ({ref Meyer-Lübke 1935}:538 no. 6508), further etymological connections uncertain (cf. {ref Ernout & Meillet 1985}:507, {ref de Vaan 2008}:465).",pilus,Latin,,,,False,,,,False,False,False,False,MJCS,True,False,,0,Cf. 'fight' in /cognate/4862/.,,,416
3154,M,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3155,N,"outside connections?Looks a bit like German un(d), loanword?",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
3157,R,Perhaps with Slavic *mězga 'sap'?,"Etymology uncertain. Cf. {ref Karulis 1992} I:601 making comparisons to roots in Pokorny {ref IEW} 697, 968.",miza,Latvian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
3158,G,,"Lexemes continuing Proto(-Insular)-Celtic *bā- 'to die' (cf. OIr. baïd 'die'), further derived from PIE *gʷeh₂- 'to take a step' ({ref LIV²} 205, cf. {ref Vendryes et al. 1959–1996} B:1, {ref Schumacher 2004}:214-216, {ref Matasović 2009}:52, 59).",*gʷeh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,88
3159,R,"cf. Turner 1962-66, no. 13036 s.v. Sanskrit saṃsāra- m. 'undergoing transmigration', 'secular life, the world', from sar-",,*sel-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
