id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
7119,43,,"Cf. s.v. anhēlus 'gasping, panting', from PIE *h₂enh₁-slo- 'a breathing' (cf. OIr. anaid, ·ana 'to stay, wait', Skt. ániti 'to breathe', prāṇá- 'breath, breathing out, air', Goth. *-anan 'to breathe', TochB anāṣṣāṃ 'breathed in').",860,54,
7120,642-643,,"S.v. Lat. spīrō, -āre, -āuī, -ātum 'souffler (transitif et absolu)'. Without exact correspondences outside of Latin. One can recover here elements that feature in onomatopoeic forms pertaining to breathing. (cf. Gk.  φῦσα 'soufflet', Lith. puntù, pùsti 'souffler', etc.).",2571,316,
7122,II:677,,"Cf. s.v. Ved. √śvas- 'schnauben, schnaufen, zischen' (mi. Pā. sasati 'breathes', etc.), from PIE *k̑u̯es- (cf. ON hvæsa 'zischen, schnauben', etc.).",8502,172,
7127,119-120,,"S.v. Proto-Germanic *ēϸman- ~ *ēdman- 'breathing, breath', from PIE *h₁eh₁t-mon- (cf. Skt. ātmán- 'soul, breath').",192,165,
7128,I:164,,"Cf. s.v. Ved. ātmán- 'Hauch, Seele, Selbst', pointing to an apparent PIE paradigm with mobile ablaut *éh₁-mō(n), dat.sg. *h₁t-mén-ei̯, cf. OS âthum 'Atem'.",192,172,
7129,55-56,,"S.v. Proto-Iranic *damH-³ 'to blow, breathe; to swell', from PIE *dʰmeH- 'to blow' (cf. Skt. dham-ⁱ 'to blow, play a wind instrument, fan the fire', OCS dъmǫ 'to blow', Lith. dùmti 'to blow (also of wind)'.",3738,83,
7130,74-75,,"Cf. s.v. *brēan- 'to fume, smell', from PIE *bʰreh₁-e-, a marginal strong verb from which OE brǣþ 'breath' is a derivative < *brēþi-.",2573,165,
7131,728,,"S.v. 12565 Skt. śūná- 'swollen, grown', 12568 Skt. śūyatē 'is swollen' Car.",2993,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/contextualize.pl?p.4.soas.100220
7132,610,,"S.v. Skt. rakta- (1) 'coloured, dyed' ŚBr., 'red' ŚāṅkhGr̥., n. 'blood' Mn., °aka -- 'red' VarBr̥S. [√rañj].",6611,442,
7133,II:424-425,,"Cf. s.v. Ved. √raj-¹ 'sich färben, sich röten, rot werden', from PIE *(s)reg- (cf. Gk. ῥέζω 'färbe', ῥῆγος 'Teppich', ῥογεύς 'Färber' etc.).",6611,172,
7134,587,,Cf. s.v. *(s)re⁽g̑⁾- '(sich) färben' (IEW 854).,6611,141,
7135,401,,"S.v. Wakhi *wəx̌ə́n, *wux̌ə́n 'кровь', from Old Iranian *vahvan(i)- (cf. Av. vohuna-, vohunī-, Khot. hūnä, MSogd. yxwn-, ywxn-, Budd. γwrn wγrn [wuxʳn], Yaghn. wáx(í)n, Ishk. wen, Sangl. wēn, Shugn., Rush. wixín, etc. Tadj., Pers. xun, etc.).",687,321,
7136,6/3:126-129,,"S.v. Lat. mŏrdĕre 'beissen' > Fr. mordre, etc.",8401,443,
7137,III:143-145,,"Cf. s.v. Sp. morder (< Lat. mordere); Catalan mossegar, It. dial. mosegar < Lat. *mossĭcare, an assimilation from Lat. morsicare, derived from the passive past participle morsus (from the same root as Lat. mordere).",8401,423,
7138,,,"Note that the Oscan form in this class is actually the comparative form of the adjective (the positive is not attested). In Latin the positive is paruus [cf. /cognate/5287/], with comparatives minor and minimus (to this root). The possibility cannot be excluded that the Oscan positive may have also been suppletive in this manner as in Latin.",7573,269,
7139,II:122,,"S.v. Oss. (Di.) mingi(j) 'маленкий, мало, немого, варианты', cf. Lith. meñkas, TochB menki, Ved. manā́k; cf. IE 4. *men- in (IEW 728-9).",8402,156,
7140,,,"Digor isolate. Abaev compares this (or rather the variant mingi) to Lithuanian meñkas 'minuscule, insignificant' and Old Indic manāk 'few'. The Iron term čəšəl is an Iron isolate.",8402,338,
7141,III:386,,"Cf. s.v. Skt. manāk (ep. kl.), which is not satisfactorily explained. The Vedic formant in °āk seems to be a formation °āñc-; the element man° is with Gk. μᾱνός, μανός 'dünn, locker', Lith. meñkas 'gering, klein', etc., cf. esp. Oss. mingi(j) 'klein, wenig'.",8402,172,
7142,,,"The basis of the Ossetic lexeme may go back to a root *men- (cf. IEW 728-729) if Abaev and EWAia are correct in connecting the lexeme to the basis of Skt. manāk 'a little, slightly, in a small degree', but there are many unclear details of this etymology.",8402,269,
7143,519,,S.v. ON smár 'klein'. An etymology outside of Germanic is doubtful. [Cf. entry for references to earlier proposals.],1540,468,
7144,371-372,,"S.v. Gmc. *leitila- 'klein'. From the root *leit- there also are *leitena-, *leitika-/*littika-. Beside these is a root *lū̆t- in *lut(t)i-, *luttika-, *lūtila-/*luttila-. It alternates also a) ei/i and ū/u, b) t and tt, c) the suffixes -ena-, -ika-, and -ila-. The root *leit- is common Germanic, while *litt- and lūt- are only West Germanic. Close possibilities for comparisons outside of Germanic are lacking.",6707,697,
7146,353-354,,"For the Frisian form, cf. s.v. leitika- 'klein'.",6707,698,
7147,,,Root ref. form *leit- in this class follows Heidermanns 1993.,6707,269,
7148,I:422-423,,"S.v. Lith. mãžas 'klein, gering, wenig'. The etymology of Lith. mãžas, Latv. mazs, etc. is disputed.",1877,360,
7149,131-132,,S.v. Alb. vogël 'small'. Inconclusive. No clear etymology.,475,571,
7150,,,S.v. pamʹařuk  Aj.  Small. [OIA. manʹâk ‘a little’  T. 9824 (+; or < T. 9825 mʹanu- 'man')].,3835,432,
7151,,,"Etymology unclear, cf. entry in Strand's kâtʹa vari lexicon (Strand 2011a) suggesting either to Skt. manāk 'a little, slightly, to a small degree' [cf. /cognate/8402/] or to Skt. mánu- 'man'.",3835,269,
7152,,,"If the equation of Av. kasu- with Ved. kaśu- (EWAia I:330) is correct, then we may reconstruct PIIr. *kaću-.",4784,269,
7153,,,"S.v. Rom. mic, probably from Lat. *miccus.",6704,85,https://dexonline.ro/definitie/mic
7154,372,,"Cf. s.v. *k⁽ʷ⁾seu̯d- 'zerstieben, in kleine Teile zerfallen' (IEW 625). Cf. n1: ""Vgl. Ved. kṣudrá- 'klein, winzig', OCS chudъ 'klein, gering'"".",4402,141,
7156,480-481,,"S.v. *stinkwan- 'to thrust, to clash; to stink', from PIE *sténgʷ-e- (cf. Lat. re-stinguō, -ere 'to push back, suppress' < -sténgʷ-e-; Lith. sténgti (sténgiu) 'to exert oneself' < *stengʷ-ie-).",2917,165,
7157,471-472,,"Cf. s.v. Gmc. *stenkw-a- 'stoßen'. NB Seebold regards the comparanda in Lat., Lith. not entirely secure.",2917,556,
7158,596-597,,"S.v. *stengʷ- 'stoßen' [IEW 1033]. Cf. n2: ""An. støkkva 'springen, stürzen', ae. stincan 'springen; riechen', ahd. stinkan 'riechen, stinken' mit weiterer Bedeutungsentwicklung, vgl. Seebold [1970:]471-2.""",2917,141,
7159,214-215,,S.v. 4014 Skt. gandhá- 'smell' RV.,2912,442,
7160,I:461-462,,"S.v. Ved. gandhá- 'Geruch, Duft', not to be separated from YAv. gaiṇti- 'übler Geruch', duž-gaiṇti- 'übelriechend, stinkend', Parth. gndʾg 'stinkend', MPers., NPers. gand 'Gestank', etc. Further connections are uncertain.",2912,172,
7161,II:652-653,,"Cf. s.v. śr̥ṅkhāṇikā- 'Rotz', perhaps with Pāli śiṅghati 'riecht' to a root *śr̥ṅkh- (cf. Turner 1962-1966:729). Not securely explained.",1678,172,
7162,440-441,,"Cf. s.v. Gmc. *smeuk-a- 'rauchen'. Germanic smeuk-a- can be connected with some extra-Germanic words, but the formal and semantic aspects are less secure. The Germanic forms formally correspond to Lith. smáugiu, -ti 'erwürgen, quälen' and Gk. (aor.) ἐσμύγην 'schwelte' (auch vom Schmerz), but because of the semantics the comparison is very uncertain. Formally less secure, but semantically better are *smeu-k- found in OIr. múch 'Rauch' and *smeu-gh- in Gk. σμύχω 'schwele'.",647,556,
7163,162-163,,"S.v. Wakhi δαy 'муж, мужчина, человек', IIr. *δaha-, Khot. daha- 'муж, мужчина', cf. Ved. dāsá- 'не ариец, раб', etc.",5020,321,
7164,I:723-724,,"Cf. s.v. Ved. dāsá- 'ein den ā́rya- feindlicher Volksstamm, Feind, feindlicher Dämon; Sklave, Diener' (IIr. cf. Khot. daha-, Waxi δay 'Mann', etc.). Probably not to be separated from dásyu- 'Götterfeind, Feind, Dämon (etc.)' < IIr. *dási̯u- 'Feind, Fremder, Fremdvolk', further connections are uncertain.",5020,172,
7165,,,"S.v. Romanian bărbát, -ă, from Lat. barbatus.",6423,85,https://dexonline.ro/definitie/B%C4%82RB%C3%81T
7166,69,,"Cf. s.v. Lat. barba 'beard', from which barbātus 'bearded' is derived. Lat. barba may go back to Proto-Italic *farfā- 'beard' and compared with OPr. bordus 'beard', Lith. barzdà, Latv. bā̀rda, OCS brada, Ru. borodá 'id.' < PSl. *bordáʔ, OHG bart, OE beard, OFr. berd < Gmc. bard-a-. From PIt. farfa we expect Lat. *farba. Earlier sources (cf. Ernout-Meillet 1985) explain the initial b- from assimilation to -rb-. The *a is difficult to explain via ablaut and rather points to a non-IE borrowing into the European languages.",6423,54,
7167,II:25-26,,"S.v. Oss. læǧz | liǧz 'гладкий, ровный, равнина', from Ir. *(h)laxš- < IE *sleg-sk- (cf. Ved. slakṣṇa-).",6146,156,
7168,,,"NB: Abaev further connects the Iranian lexemes to a common IE-base *(s)lei- (cf. Gk. λεῖος) with a root-extension *-g̑-, but whether these are actually the same root is unclear.",6146,269,
7171,346,,"S.v. Proto-Celtic *slimono- 'polished, smooth', from PIE *slei̯- 'smear (with grease), polish' (cf. Lat. līmō 'polish', OHG slīmen 'polish'). The Proto-Celtic word appears to contain the suffix *-ono- also found in *antono- 'forehead').",8405,50,
7172,103,,"Cf. s.v. Old Welsh limnint (3.pl.pres.) 'to make smooth, polish' [llyfn-], traditionally from PIE *(s)lei- 'schleimig, durch Nässe glitschiger Boden, ausgleiten' (cf. IEW 663).",8405,240,
7176,662-664,A,"Traditionally connected to a common IE root *lei- 'schlemig, durch Nässe glitschiger Boden, ausgleiten, worüber hinschleifen oder -streichen, auch glättend worüber fahren', where the Celtic forms exhibit s-mobile; Lat. & Gk. without.",8405,49,
7177,,,"NB: The usual reconstruction *(s)lei̯- is given for this root. de Vaan (2008:336-337) gives *leh₁-i-u- with *h₁ in order to include a connection to Gk. λίς, λῑτός 'smooth' (adj.), 'smooth linen' (m.) < *liH-t-, but this seems unnecessary from the point of view of Lat. lēvis alone. A PIE u-stem noun *lei̯-u- can account for both the Lat. lēuis and Gk. λεῖος; if one assumes *leh₁i-u̯-o- as a preform for Greek, one might expect *λῇος.",8405,269,
7178,III:666-667,,"S.v. Sp. liso, a word common to the Romance languages of Iberia, France, the Alps, Italy, and Sardinia. They presuppose a Romance stem *līsĭus of uncertain origin, probably expressive.",532,423,
7179,5:381-384,,"S.v. Lat. lĭxare 'glätten' > OFr. lisé, MFr. lissé, NFr. lisser.",532,443,
7180,M-53,,"S.v. OIr. mín 'doux au toucher, uni'. The root of Ir. mín may be *mei- designating softness (cf. Skt. mayaḥ 'joie, plaisir', Lat. mītis [IEW 712, 728]).",2930,296,
7181,270,,"Cf. s.v. OIr. *mēto-, *mēti- 'fat, soft' > OIr. méth 'plump, fat', etc., from PIE *mey(H)-t- (IEW 711f.), cf. Lat. mītis 'mild, mellow, juicy'. The same root could account for OIr. mín 'tender, soft' < PCl. mīno- < *miHno-.",2930,50,
7182,,,"Some aspects of the root reconstruction are disagreed upon (cf. {ref de Vaan 2008}:383 s.v. Lat. mītis), but generally the cognacy of the Celtic and Italic lexemes are agreed. {ref Matasović 2009}:278-279 suggests an alternative etymology s.v. Proto-Celtic *moyni- 'treasure, precious object' for potentially connected lexemes (W mwyn 'mild, tender, gentle', MoBret. moan 'tender, thin', OCo. muin 'thin' < *mēnV- < *meyHnV-), but is cryptic as to whether OIr. mín also should belong to this alternative etymology (not mentioned under the lemma for *moyni-).",2930,269,
7183,M:50-51,,"Cf. s.v. OIr. mil 'miel', from which OIr. milis 'doux, agréable au goût, suave'. The same word is found under the form mel in Gaulish, Cornish, and Breton, from which Gaul. melus and melys 'doux'. The stem (meli- is inflected as an i-stem, but the dental stem appears in milis < *melit-ti- (cf. Gk. μέλι, gen. μέλιτος, Goth. miliϸ).",6297,296,
7184,D:111-112,,"Cf. s.v. OIr. dó- 'brûler, se consumer', to be connected with the root *duwə-, *dū- (cf. Skt. dunóti 'il brûle, il afflige, il fait du mal' Gk. δαίω 'j'allume', etc.).",8388,296,
7185,,,"The connection of Irish: Gaelic dóigh to this class assumes that it is cognate with OIr. dó- 'burn' (cf. {ref Vendryes et al. 1959–1996} D:111-112, {ref LIV²} 104-105). There remains the possibility that there may have been contamination in the Middle Irish period with OIr. daig 'flame, blaze' derived from PIE *dʰegʷʰ- 'burn' (cf. {ref Vendryes et al. 1959–1996} D:8-9 s.v. daig, {ref Matasović 2009}:93).",8388,269,
7186,374,,"S.v. Wakhi θaw- : θət- 'жечь, гореть'",8388,321,
7187,180,,"Cf. s.v. Dev (adj.) 'brûlé', to a Celtic root *deb-, cf. devo (v.) 'brûler' attested in Old Breton in past part. deuuet-, identical to Cornish dywy and Gaulish deifio.",3823,309,
7188,C:98,,"S.v. OIr. ciïd 'il se lamente, pleure'. Of uncertain etymology. Cf. entry for several doubtful proposals in older literature.",6419,296,
7189,A:15,,"S.v. adarc 'corne'. Gaulish has a word adarca that has been borrowed into Latin and Greek under the form ἀδάρκης or ἀδάρκη, ἄδαρκον, ἀδάρκιον, which designates a kind of seaweed which is attached to reeds and is used in medicine. This is without doubt the same word, but the semantic connection is not clearly visible. One could explain the word as a compound of the preverb ad- and the root *ark- 'protéger, défendre, écarter' (Lat. arceō), the horn being considered as a 'defense', but in the absence of a secure connection, the etymology is difficult to judge.",2459,296,
7190,M:72,,"S.v. OIr. muin 'cou; partie supérieure du dos'; a word common to Celtic. Outside of Celtic it my be connected with Lat. monīle 'collier' and Skt. manyā 'nuque', as well as ON mǫn, etc. The root of all these words is *men- 's'élever, être proéminent', cf. Lat. ē-minēre, etc. (IEW 726).",1728,296,
7191,78-79,,"S.v. TochB ek* 'eye', which with TochA ak reflects Proto-Tocharian *ek from PIE *h₃e/okʷ- (cf. Skt. ákṣi (nt.), Av. aši 'both eyes', Arm. akn 'eye', Greek ὄσσε 'both eyes', ὄμμα 'eye', Lat. oculus 'eye', Goth. augo 'eye', Lith. akìs 'eye' OCS oko 'eye', Alb. sy (< *h₃okʷi- + -ōu?) etc.).",211,345,
7192,1077-1078,,"Cf. s.v. Gk. ὄμμα, -ατος 'eye; look, sight, face', a verbal noun in -μα to ὄπ- < *h₃ekʷ-; cf. the dual form ὄσσε < *h₃ekʷ-ih₁. [NB: cf. also s.v. ὀφθαλμός and notes to /cognate/7477/.]",211,66,
7193,22-23,,"S.v. Arm. akn 'eye', deriving from the PIE word for 'eye' *h₃(o)kʷ- + singulative -n.",211,79,
7194,I:42-43,,"S.v. Ved. ákṣi- 'Auge' (cf. IIr. Av. aš- in YAv. du. aši 'die beiden Augen', etc.), cf. Lith. akìs 'Auge', OCS du. oči 'beide Augen' and to be further connected with Lat. oculus, Gk. ὄσσε, ὀφθαλμός, ὄκταλλος, ὀπτίλλος from PIE *h₃ekʷ-.",211,172,
7195,47,,"S.v. Lith. akìs 'eye' (Latv. acs 'eye', OPr. agins 'eye', ackis 'eyes'), from PIE *h₃ekʷ-i- (cf. OCS oko, Skt. ákṣi- 'eye', Gk. ὄσσε 'two eyes', Lat. oculus 'eye').",211,353,
7196,365,,"S.v. Proto-Slavic *oko 'eye' (ESSJa XXXII 13, 41-42), from PIE *h₃ekʷ-o- (cf. Skt. ákṣi- 'eye', Gk. ὄσσε 'eyes', Lat. oculus 'eye').",211,81,
7197,42,,"S.v. Proto-Germanic *augōn- 'eye', from PIE *h₃okʷ-n- (cf. Skt. ákṣi- 'eye', YAv. aši- 'eyes' (du.) < *h₃okʷ-s-; TochA ak, TochB ek* < *h₃okʷ-, Gk. ὄσσε 'two eyes' (du.) < *h₃okʷ-ih₁; Arm. akn 'eye; source' < *h₃okʷ-; Alb. sy 'id.' < *h₃ekʷ-ih₁; Lat. oculus 'eye' < *h₃okʷ-elo-; Lith. akìs, Latv. acs, OPr. ackis, etc.).",211,165,
7198,383-385,,"Cf. s.v. *kʷek̑- 'sehen, erblicken' (IEW 638-9).",696,141,
7199,II:238-242,,"S.v. Proto-Iranian *čašman- < *ča(ś)š-man- 'глаз', derived from Proto-Iranian *čaš-, from IE *kʷek̑-s- (cf. Ved. cákṣus-, cákṣ-as-).",696,331,
7200,103,,"S.v. Old Welsh licat 'source of river or well' (< 'eye') [llygad], derived from PIE *leu̯k- 'leuchten'.",994,240,
7201,447,,"S.v. Bret. lagad (OBret. lagat) 'œil; douille', corresponding to Co. lagas 'œil', etc., from Brythonic *lukato-.",994,309,
7202,418-419,,Cf. s.v. *leu̯k- 'hell werden' (IEW 687-9).,994,141,
7203,II:452-453,,"S.v. Gk. ὀφθαλμός 'Auge', attempts to analyse the root of the stem as a continuant of the inherited word for 'eye' also found in Gk. ὄμμα, ὄσσε, ὄπωπα, etc.",7477,174,
7204,811-813,,"S.v. Gk. ὄπωπα, ὄψομαι, ὄψ, ὤψ, with root meaning 'voir', arguing for ὀφθαλμός as a derivative of the IE root *okʷ- (*ə₃ekʷ), cf. Lat. oculus, etc.",7477,270,
7205,50-57,,"S.v. Hitt. sakui- 'eye; opening, hole'.",3305,699,
7206,163,,"S.v. Proto-Slavic *glazъ (ESSJa VI 117-118): ""Etymology unclear. If we accept that here the *z arose from *s as a result of Zupitza’s law (cf. Shevelov 1964: 147-148), it is possible to establish a connection with OHG glas ‘glass, amber’, MoE glare, etc. The correctness of the law is doubtful, however.""",2060,81,
7207,375,,S.v. 6582 Skt. dōla- 'swinging' > M. ḍoḷā m. 'eye',3925,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=d%C5%8Dla&searchhws=yes
7208,I:97,,"S.v. Ved. parṇá- 'Flügel, Feder, Pfeilfeder, Blatt' (IIr. cf. YAv. parəna- 'Feder', Khot. pārra- 'Flügel', MPers., NPers. parr 'Feder', etc.), probably from PIE *(s)por-no- (cf. OHG farn 'Farn', Lith. spar̃nas 'Flügel, Schaufel, Blatt').",700,172,
7209,579-580,,"Cf. s.v. 2. *(s)per- 'fliegen' [IEW 817, 850].",700,141,
7210,396,,"S.v. Proto-Slavic *pero 'feather', from PIE *perH-o- (cf. Skt. parṇá- 'wing', Gk. πτερόν 'feather, wing', OE fearn 'fern', OIr. raith 'fern'). The reconstruction of a laryngeal is based on Lith. papártis 'fern'. [Corrigendum to Derksen: The Greek comparandum πτερόν listed does not belong here, but rather belongs to *pet-, not *(s)per-, cf. /cognate/7563/ (MJCS).]",700,81,
7211,II:343,,"S.v. перо 'Feder', related to Lith. spar̃nas 'Flügel, Fittich', Latv. sparns 'id.', Ved. parṇám 'Flügel, Fittich', Av. parəna- 'Feder', OHG farn 'Farnkraut'. Less likely is the comparison with Gk. πτερόν 'Feder, Flügel', πέτομαι 'fliege', Ved. pátram 'Fittich, Flügel, Feder', etc.",700,178,
7212,383,,"S.v. TochB parwa 'feathers', which reflects Proto-Tocharian *pärwā, as though from PIE *p(e)rweh₂ (nt.pl.). The best potential cognate is OCS pero 'feather' as though from PIE *peróm (nt.), both derivatives of the PIE root *per- 'move (tr./intr.); fly (intr.) (cf. OCS perǫ 'fly', Skt. pipárti 'brings', Gk. περάω 'pierce', Lat. portō 'bring', Goth. faran 'travel', etc.).",700,345,
7213,II:75-76,,"S.v. Ved. pátra- Flügel (eines Vogels), Feder', derived from a heteroclitic *pat-r-/*pat-n- and cognate with Germ. Feder, Engl. feather, Old Welsh eterin 'bird', atan 'wing', etc., cf. Ved. √pat-¹ 'dahinschießend fliegen, stürzen, fallen' from PIE *pet- (cf. Lat. petō, Gk. πέτομαι, etc.).",7563,172,
7214,476,,Cf. s.v. *peth₂- 'fliegen' (IEW 825-6). See now in LIV² Addenda and Corrigenda that the roots *peth₁- and *peth₂- are collapsed into *pet-.,7563,141,
7215,S:201-202,,"S.v. OIr. súil 'œil', the word goes back originally to *sūli- and originally designated the 'sun', like Skt. sū́raḥ, sū́ryaḥ, Alb. hul. The Brythonic forms still designate the sun from *sāwel- (W. haul, MCo. heuul, Co. heul, houl, Bret. heol. The semantic change is explained by the fact that the sun was considered like an eye. This concept is widespread in Vedic, Homeric Greek, and Armenian (areg-akn 'eye of the sun').",1700,296,
7216,D:55-56,,"S.v. OIr. (1) derc 'œil' and 'lac', also 'ouverture, caverne' and 'tombe', 'fente (d'un vêtement)'. The same root apparently as in drech 'visage', *derk-.",4093,296,
7217,122,,"Cf. s.v. *derk̑- 'hinblicken, erblicken' (IEW 213).",4093,141,
7218,138-139,,"S.v. Proto-Germanic *feϸrō- 'feather', from PIE *péth₂-r/n- (cf. Hitt. pattar ~ pattan-, pettar ~ pettan- 'feather, wing' < *peth₂-r, *pth₂-én-s; Skt. pátra- 'wing, feather' < *peth₂-ro-, Gk. πτέρον 'wing' < *pt(h₂)-er-o-; Lat. penna 'feather' < *peth₂-n-eh₂-; OW atar 'bird', MW adar 'id.', OIr. én 'bird', W edn 'id.' < *peth₂-no-).",7563,165,
7219,458,,"S.v. Lat. penna 'wing, feather', from PIE *pet-n-h₂- 'wing, feather' (cf. OW eterin 'bird', atan 'wing' < *pt-r/n-; Hitt. pattar / pattan- or pettar / pettan- < *póth₂-r, *pth₂-én-s or *peth₂-(ō)r, *peth₂-én-; Skt. pátra- 'wing (of a bird), feather', pátaṅga- 'flying; bird', Av. patarə-ta- 'winged', NHG Feder 'feather'.",7563,54,
7220,151-152,,"OIr. ette, eitte 'a wing, pinion; fin', 'a feather, plume'; no correspondences to other Celtic languages. The derivation of this word from the PIE root *pet- 'fliegen, fallen' (IEW 825ff.) is relatively certain, but the formal reconstruction is debated regarding certain details.",7563,151,
7221,129,,Cf. s.v. Proto-Celtic *fet-no- 'bird' and *fet-o- 'fly' as derivatives of PIE *pet-. [Matasović does not discuss the origins of Goidelic forms from OIr. ette.],7563,50,
7222,348,,"S.v. Lat. longus 'long' from PIE *dlongʰ-o- (cf. *dólugʰ- in Hitt. *taluki- / talugai- 'long', PIE *dlh₁gʰ-o- in Skt. dīrghá- OAv. darəga-, OCS dlъgъ, SCr. dȕg, Lith. ìlgas, Alb. gjathë (+ *-tā-); Gk. δολιχός (< *dolh₁-i-gʰo-?), ἐνδελεχής 'lasting long, uninterrupted' < *delh₁gʰ-; PIE *dlongʰ-o- in Goth. laggs, OHG lang, OIc. langr, etc.). The root might be *de/olh₁-, cf. Cz. dél (poet.) 'length' < PSl. *dьlь, etc.",6505,54,
7223,,,"The same root as 'long' in /cognate/257/. The precise root and stem reconstruction for this form in Indo-European is debated (cf. citations to {ref Kloekhorst 2008}:819-821, {ref EWAia} s.v. Ved. dīrghá- cited in /cognate/257/), the cognacy of the lexemes in this class to each other is, however, generally agreed. The reconstructed root form for this class follows {ref LIV² Addenda \& Corrigenda}.",6505,269,
7224,137,,"S.v. Proto-Germanic *ferrai (adv.) 'far', from PIE *per-n-oi-, a locative adverb originally ending in -noi.",7345,165,
7225,404,,"S.v. Arm. *haṙ- 'far' : haṙi adv. 'far (of time and space); isolated, foreign', adj. 'distant, far off, of long duration'. Since long connected with Goth. fairra 'far', OHG ferro, Skt. parás 'far, further', etc.",7345,79,
7227,491-492,,"S.v. Lat. procul 'some distance away, (far) away, apart' [adv.], from PIE *pro 'in front of', perhaps via Proto-Italic *pro-k(w)o- 'at the front'?",8406,54,
7228,"490, 643",,"Cf. s.v. *pr̥-, *pró, *prí 'vorwärts, vorne' Adverb, lokal, temporal; oft mit Abl.; and s.v. *li, le 'dort drüben, fern; dann' Partikel, ferndeikt.; Adverb, temporal.",8406,294,
7229,537-538,,"S.v. Lat. procul 'à distance, au loin; loin de'. The word is probably composed of prō̆- and an old adverb connected to W. pell 'loin', Gk. τῆλε 'loin', πάλαι 'autrefois', Skt. caramáḥ 'le dernier'. The semantics of 'far' would have come from the second part of the compound (similarly cf. abhinc, exinde, etc.).",8406,316,
7230,II:284-285,,"S.v. Skt. pipīláḥ 'Ameise / ant'. An unclear, probably non-Indic word.",6094,399,
7231,II:333,,"S.v. ξανθός 'gelb, goldgelb, rötlich, bräunlich, blond'. Unexplained. On the very remote proposed relationship with Lat. cānus 'grau(-weiß)' (cf. W.-Hofmann, IEW 533 (with literature). Of less value is the comparison with Etr. zamθic, supposedly, 'made of gold'.",4910,174,
7232,763-764,,"S.v. ξανθός 'jaune, doré, blond'. Etymology unknown. The connection with Lat. cānus recalled by Frisk and IEW 533 is not plausible, neither semantically nor formally. Likewise proposed connections to Etruscan zamθic 'd'or' is unlikely.",4910,270,
7233,466,,"S.v. 8230 Skt. pīta- 'yellow', 8233 Skt. pītala (1) 'yellow' lex. 2. *pīthala- 3. *pīvala- 4. *pīvaḍa-; cf. also 8181 Skt. pittá- 'bile'.",1635,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/contextualize.pl?p.2.soas.1263946
7234,II:137,,S.v. Ved. pīta- 'gelb'. Of unclear etymology. Perhaps connected with Ved. pittá- 'Galle'.,1635,172,
7235,88,,Cf. s.v. *bʰleh₃- 'blühen' (IEW 122).,5299,141,
7236,809,,"For Nuristan languages cf. s.v. 13990 haridra- '*green, *yellow' (m. 'yellow sandal tree') to Ved. hari-.",7535,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:1191.soas
7237,318,,"S.v. TochB tute 'yellow', which reflects a conflation of PIE *dʰuHto- and its *h₁en-stem counterpart *dʰuHte-h₁en-. PIE *dʰuHto- is exactly equivalent to Skt. dhūtá-, the past participle of Skt. dhū- 'shake, agitate, cause to tremble' from PIE *dʰeu̯H- '±(make) rise as a cloud of dust'. In Tocharian the meaning 'yellow' presumably arose from 'covered with dust'.",5881,345,
7238,149-150,,"Cf. s.v. *dʰeu̯H- 'rasch hin und her bewegen, schütteln' (IEW 261-3).",5881,141,
7239,213,,S.v. 3993 Skt. gaṇáyati 'counts'.,690,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:350.soas
7240,I:458-459,,"Cf. s.v. Ved. gaṇá- 'Schar, Reihe, Gefolge, Anhang, kleinere Heeresabteilung'. Ved. gaṇá- probably originally meaning *'Zahl', to judge from the verb gaṇá-y° 'zählen', cf. also *gr̥nti- 'counting' (T. 4234). No further consensus on an etymology.",690,172,
7241,,,"S.v. Kâmv'iri ćʹia- [ćinʹa- past; [no causative]]  VI.  Be cut; fray, wear out; wane [moon].  [ćiNa-D]  [PrAr. *s-či-d-a- ‘cuts’  T. 5041]",4012,431,
7242,276,,S.v. 5041 *chidati 'cuts' [√chid-].,4012,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=chitr&searchhws=yes
7243,I:561,,"Cf. s.v. Ved. √ched- 'zerspalten, abschneiden, abhauen, zerbrechen, zerschneiden, zerreißen', from PIE *sk̑⁽ʰ⁾ei̯d- (cf. Gk. σχίζω 'spalte, durchschneide', Lat. scindō 'schlitze, zerreiße', etc.).",4012,172,
7244,547-548,,"Cf. s.v. *sk̑ʰei̯d- 'spalten, abtrennen, zerreißen' (IEW 920-1).",4012,141,
7245,466,,"S.v. Arm. mēg 'mist, fog, darkness', usually understood to be cognate with Skt. meghá- 'cloud, gloomy weather', Av. maēγa- 'cloud', Gk. ὀμίχλη 'mist, fog', Lith. miglà 'fog', etc. From PIE *h₃meigʰ-o- or *h₃meigʰ-eh₂-. The possibility remains that Arm. mēg might also be an Iranian loan (cf. {ref Hübschmann 1897}:474 s.v. mez 'urine').",42,79,
