id,pages,reliability,comment,cognate_judgement_id,source_id
38992,216,A,,37233,302
39002,250-251,A,,37240,302
39003,164-165,A,,37241,302
39008,244-245,A,,37247,303
39057,,A,,7032,271
39060,,A,From Hellenistic Greek σύννεφος 'cloudy' (Ancient νέφος /lexeme/18680/ compounded with σύν /lexeme/19006/),7035,271
39061,,A,"From Ancient Greek (το) κρύος '(the) icy cold, frost'.",7036,271
39070,,A,From πίπτω with regular sound change -pt- > -ft- and pi- > pe on analogy to aorist stem πεσ-,22116,271
39084,391,A,"Verb based on Proto-Celtic *truk-, *truk-so- 'trunc, broken part', cf. PIE *trewk- 'to cut' (IEW 1074).",37277,50
39097,436,A,From PIE *k̑wón- 'dog'. ,37283,274
39611,,A,,37477,249
40279,1055,A,,37825,322
39092,206,A,"From Proto-Celtic *klad-o- 'dig, bury', cf. PIE *kelh₂- 'hit, break' (LIV² 350, IEW 546f.). ",37280,50
39139,,A,,7025,271
39140,,A,,7028,271
39141,,A,,7029,271
39149,,A,,7056,271
39183,,A,,7062,271
39188,,A,,7076,271
39191,,A,,7077,271
39196,S 145-6,A,,37315,296
39199,389,A,"From Proto-Celtic *treget- 'foot', cf. PIE *tregʰ- 'run, walk' (IEW 1089).",37316,50
39220,,A,,37325,276
39222,,A,,37326,276
39223,,A,,7086,271
39236,,A,,7096,271
39239,,A,,23668,271
39242,,A,With lexical contamination of initial consonant cluster. φθ- > ψ- from ψύλλα 'flea',37332,271
39257,,A,,7113,271
39258,,A,,7114,271
39265,,A,Stem ένα- remodelled from oblique stem (Ancient Greek A.sg. masculine ἕνα),7120,271
39274,108-09,A,From Proto-Celtic *durno- 'fist'.,37341,50
39287,48-49,A,"Middle Cornish ty, te and Old South-West British ti, te /tɪ/ < Late Proto-British *tɨ < Proto-British *ti. Old Welsh and Middle Welsh ti reflect Late Proto-British *ti < *tī. The attested form can be generated from Proto-Celtic *tū, *tu in more than one way. The Proto-Celtic nom. sg. *tū became Proto-British *tȳ < *tī, while the Proto-Cletic acc. sg. *te became *ti. Of these forms, Old Welsh generalized the former variant, Old South-West British the latter.",37343,273
39322,133-34,A,,37353,285
39358,345,A,"From Proto-Celtic *sladyo- 'to hit, to slay'.",37368,50
39360,162,A,"From Proto-Celtic *glūnos- 'knee'. Origin from PIE *gónu- is beyond doubt, although some soundchanges in Celtic are hard to understand. ",37369,50
39365,407-08,A,"Compound of Old Breton guid-, Middle Breton gouz- 'to know' and -but, the verbal noun of 'to be'. The finite forms are made up of the respective tenses of 'to be' attached to guid-/gouz-. Cognate verbs in Cornish and Welsh.",19498,289
39371,,A,,31059,271
39375,,A,,37128,271
39347,47,A,,37363,303
39403,,A,,7185,271
39404,,A,"Originally 'fresh', with meaning transferred from earlier collocation νῆρον ὕδωρ 'fresh water'",7188,271
39409,,A,,7193,271
39414,,A,,7203,271
39416,,A,,7205,271
39455,69,A,,37393,50
39440,156,A,"From Proto-Celtic *gdonyo- 'human, person' < PIE *dʰg̑ʰom-yo- 'human, earthling' (IEW 414).
 ",37387,50
41178,423,A,"From Proto-Celtic *u̯indo-/ā- 'white'. 
",38284,50
39512,55,A,"From Old British pi, pe, which can be connected with OIr. cía, ce, ci e.g. cía chruth 'what way?'. However not identical with Welsh pa, which may reflect an old oblique case form or an adverb used as an oblique case form.  ",32570,273
39481,,A,,23865,270
39482,,A,,17965,270
39483,1084-1085,A,,17965,66
39487,1142-1143,A,,24152,66
39465,198,A,"From Proto-Celtic *kai̯to- 'wood' < PIE *kai̯to- 'wood, field' (IEW 521). Cognate set limited to Celtic and Germanic and ultimately perhaps a substratum word. ",26528,50
39473,425,A,"From PIE *kó-m 'together, with, at'.",28087,294
39492,74,A,"From Proto-Celtic *awelā 'breeze, wind', cf. PIE *h₂uh₁-el- (IEW 81ff.). Neuter l-stem, probably with nom. sg. *h₂ewh₁-l, gen. sg. *h₁uh₂-el-s. 
Cognate with Gr. áella 'stormwind'.",37405,50
39504,178-79,A,"From Proto-Celtic *kʷēs 'who' < PIE *kʷe/o-i̯- 'who, what' (IEW 635). While OW pui, MW pwy show the regular outcome, in Middle Breton and Cornish a metathesis *wy > yw took place. ",20998,50
39529,,A,,37428,249
39530,,A,,37429,249
39532,,A,,37431,249
39535,,A,,37434,249
39560,,A,,37456,271
39564,,A,,37461,249
39569,436,A,"Related to Middle Breton croc adj. 'attached, taken', m. 'fang, hook, efford' from Old French croc (end of 12th cent.) from Scandinavian krôkr.
Croc and creguiff are both first attested in the Catholicon (1499). ",37236,309
39584,,A,"Middle Breton niveraff is first attested in the Catholicon (1499). It can be analyzed as a denominal verb. The basis niver 'number' is borrowed from Latin numerus. This borrowing took place early, cf. Old Breton nimer 'number'. Middle Breton niveraff thus is either inherited from Old Breton or formed productively from niver.",37466,275
39602,,A,,37471,249
39603,,A,,37472,249
39610,173,A,From Old Breton deprim < *di- + prim. The second element corresponds to Irish crim- in crimóg 'morsel' (where attested? Neither in eDIL nor in Ó Dónaill).,37292,309
39634,,A,,37489,249
39646,,A,,37501,249
39657,,A,,37513,249
39678,305-306,A,First attested in the Catholicon (1499). Pre-Middle Breton borrowing. Common Brittonic borrowing from Vulgar Latin *virdis from Latin viridis.,37329,309
39685,361,A,From Proto-Celtic *kalona-.,37345,309
39707,681,A,Favereau cites Cornish scorn and Old French sorne (Ernault). CHECK,37367,235
39952,,A,S.v. καίω,18453,270
39962,,A,,37607,249
39971,,A,,17913,270
39717,361,A,"From Proto-Celtic *su̯ar-yo- 'to laugh' < PIE *swer- 'sound, make a sound' (IEW 1049f.). ""The attribution of these Celtic forms to the PIE root *swer- is semantically difficult, but possible (see KPV 609). PCelt. *swar-yo- continues the zero-grade of the root, PIE *su̯r̥-i̯o-."" ",37376,50
39719,287,A,"Cognate with Cornish and Welsh. Verb related to the noun gourwez m., compound of gour- and Breton gwez, Corn. gweth, W gwedd 'aspect, form'.",37381,309
39730,248,A,"From Proto-Celtic *lugrā- 'moon', PIE *leu̯g- 'to bend, twist' (IEW 685f., LIV 416). Presupposes that the young moon was denoted as 'bent'. The connection with *leu̯k- 'to shine' (IEW 690) is impossible for phonological reasons as this root contains *k, not *g. ",37533,50
39731,248,A,"From Proto-Celtic *lugrā- 'moon', PIE *leu̯g- 'to bend, twist' (IEW 685f., LIV 416). Presupposes that the young moon was denoted as 'bent'. The connection with *leu̯k- 'to shine' (IEW 690) is impossible for phonological reasons as this root contains *k, not *g. ",37534,50
39732,248,A,"From Proto-Celtic *lugrā- 'moon', PIE *leu̯g- 'to bend, twist' (IEW 685f., LIV 416). Presupposes that the young moon was denoted as 'bent'. The connection with *leu̯k- 'to shine' (IEW 690) is impossible for phonological reasons as this root contains *k, not *g. ",37535,50
40171,,A,,37745,249
40173,,A,,37747,249
39733,248,A,"From Proto-Celtic *lugrā- 'moon', PIE *leu̯g- 'to bend, twist' (IEW 685f., LIV 416). Presupposes that the young moon was denoted as 'bent'. The connection with *leu̯k- 'to shine' (IEW 690) is impossible for phonological reasons as this root contains *k, not *g. ",37536,50
39744,60,A,"From Proto-Celtic *bek(k)o- 'beak, snout', probably an expressive word comparable to Lat. bucca 'mouth'. Cf. Gaul. beccus (Suetonius), *bekko- > Fr. bec.
",37541,50
39753,732,A,"First attested in the Catholicon. Brittonic borrowing (Breton, Welsh) from Latin tostus 'grilled, burned'.",37545,309
39778,161,A,"Cf. Old Breton guari, huari, Middle Breton hoari, Modern Breton c'hoari m. 'game' from Proto-Celtic *su̯er-o-. Cognates in Cornish and Welsh.",37555,309
39788,,A,,17257,54
39800,629,A,PIE *tens- 'to pull',37561,141
39827,,A,,31752,316
39852,,A,S.v. *ser- (1).,37243,141
39853,165-166,A,,37576,302
39825,409,A,,17689,54
39829,593,A,,17536,316
39831,240-241,A,,17586,316
39874,73,A,"From Proto-Celtic *bragni- 'rotten, faul', cf. PIE *bʰreHg- (IEW 165f.).",37585,50
39883,227,A,"From Proto-Celtic *krumbo- 'round, curved' and thus no perfect cognate with Middle Breton crenn, ModBr. krenn from Proto Celtic *krundi- 'round, compact'. According to Matasović *krundi- could originate from *krum-di- and thus possesses a different suffix. Both *krundi- and *krumbo- may be loanwords from some non-IE language.",32548,50
39879,227,A,"From Proto-Celtic *krundi- 'round, compact'
Matasović assumed a relation with *krumbo- 'round, compact', cf. Mod. Bret. kromm 'curved'. In this case, *krundi- may originate from *krum-di-. Both *krundi- and *krumbo- may be loanwords from some non-IE language.",37587,50
39889,319,A,"From Proto-Celtic *salano- 'salt', cf. PIE *seh₂1- 'salt'. gen.sg. *sh₂1-os (IEW 878). The Irish and British forms cannot derived from a single proto-form. Old Irish salann points to a PIE derived stem *sh₂l-Hno- > PCelt. salano-, while the British words have another suffix, i.e. Proto-Celtic *saleno- < *sh₂l-eno-.  
",37590,50
40969,,A,,38215,66
39894,,A,"The analysis as a loanword is less probable if one considers that the underlying root is well represented in Insular Celtic (PIE *treHgʰ- / *treHg̑ʰ- or *tragʰ- / *trag̑ʰ- 'to drain off, to ebb away', cf. Schumacher 2004, 635-36) and that there are nouns from this root belonging to the same semantic field: Old Breton tre, MW trei m. 'ebbtide', Old Irish tráig 'i, m/f' 'ebbtide, beach' < Proto-Brit. *trăgi̯o-. The word for sand could thus originate from an inherited tu-stem cognate with Latin tractus, i.e. Proto-Celtic *traxtus.
",37591,275
39989,,A,,30473,270
39990,,A,,37613,249
39900,T-121,A,"Brittonic (Welsh traeth, Corn. trait, Mbr. trez 'sand') and Goidelic (OIr. tracht 'shore, bank') loanword from Latin tractus 'drawing, trail track'. Loth, Les mots latins dans les langues brittoniques 1892, s.v. traeth considers these words as Celtic however. ",20435,296
39931,,A,,33100,270
39939,,A,,17493,141
39940,,A,,37603,270
39944,,A,,17541,270
39949,,A,,31806,66
39980,,A,,37611,249
39982,,A,,37612,249
39929,1580,A,,29208,66
39945,1119,A,,17604,66
39956,499-504,A,,17709,274
39977,218-219,A,,21253,270
39924,334,A,,37597,302
40005,,A,,37624,249
40017,,A,,37636,249
40027,,A,,37646,249
40012,,A,,37631,249
40030,,A,,37649,249
40041,,A,Decided for perfectives.,37660,249
40045,,A,Decided for perfectives.,37664,249
40065,,A,,37681,249
40067,,A,,37683,249
38590,,A,Refers usually to fight/dogfight without intention to kill someone or make serious injuries.,36924,249
40081,,A,It is very frequently used by native speakers in their dialectal speech.,37697,249
40090,,A,,37706,249
40092,,A,,37708,249
40115,,A,,18491,270
40121,,A,,18795,270
40114,1142-1143,A,,18491,66
40124,606-607,A,,18813,66
40125,1172-1173,A,,18839,66
40208,429,A,,37768,321
40143,,A,,1754,276
40144,440,A,,1492,79
40167,278-79,A,"From Proto-Celtic *mori- 'sea', PIE: *mori 'sea, standing water' (IEW 748).
Matasović: ""W mor cannot be directly from *mori, since this would have given
**myr.""",28040,50
40175,,A,,37749,249
40188,,A,,28717,276
40191,,A,,23717,276
40194,,A,"Not universally accepted, though; some scholars find the development of initial PIE labiovelar problematic (cf. Martirosyan 2010:299). ",31989,276
40201,36-37,A,"Development ū- < *apa- not entirely clear (I'd reather expect au-/o-). Maybe from *uda-, contra Bailey?",37761,320
40204,80,A,,37765,320
40229,334,A,,37787,320
40233,169,A,,37791,320
40234,404,A,,37792,320
40140,331,A,,19104,66
40139,105-106,A,,19104,141
40150,342,A,,37729,302
40237,671,A,"First attested in the Catholicon (1499). From Old French escraper 'to srap, to clean' from Frankish *krappan.",37796,309
40240,,A,"According to some sources, Middle Breton scrapat is inherited from PIE. 
If the Breton word was cognate with Welsh cravas, however, it should have -v-, not -p- oder -b-. Deshayes' judgement seems more likely.",37796,275
40251,,A,,37806,320
40258,,A,,37811,320
40267,66,A,"From Proto-Celtic *birro- 'short'. 
",37819,50
40271,66,A,"From Proto-Celtic *kan-o- 'to sing', PIE *kan- 'to sing' (IEW 525f., LIV²  342-43).
",28046,50
40283,499 and fn. 9,A,"The Brittonic words are cognate with Old Irish nem 'sky'. There are several possible etymologies, some of which are also cited in Pokorny (315, 764) and LEIA N-8. 1. Cognate with 'cloud', cf. Old Indic nábhaḥ, Greek νέφος, Old Church Slavonic nebo.
2. From PIE *nem- 'zuteilen, to distribute, allot' (LIV² 453).
3. From PIE *nem- 'to bent' (LIV² 453f.).
The present cognate judgement adopts hypothesis 1.",37829,274
40282,499 and fn. 9,A,"The Brittonic words are cognate with Old Irish nem 'sky'. There are several possible etymologies, some of which are also cited in Pokorny (315, 764) and LEIA N-8. 1. Cognate with 'cloud', cf. Old Indic nábhaḥ, Greek νέφος, Old Church Slavonic nebo.
2. From PIE *nem- 'zuteilen, to distribute, allot' (LIV² 453).
3. From PIE *nem- 'to bent' (LIV² 453f.).
The present cognate judgement adopts hypothesis 1.",37828,274
40288,,A,,27695,172
40303,407,A,,37842,320
40304,,A,,16361,321
40312,643,A,First attested in the Catholicon (1499). Borrowed from Old French sentir (1080) from Latin sentire.,37848,309
40391,173,A,,11286,320
40324,284,A,"From Proto-Celtic *natrik- 'serpent', based on PIE *(s)n̥h₂-tr- 'water snake' (IEW 747), cf. *(s)neh₂- 'to swim' (LIV² 572).
",37853,50
40330,Vol. 1: 225–226,A,,37855,156
40334,,A,,16343,321
40339,351,A,,16303,321
40342,154,A,,16403,321
40350,188,A,,16315,321
40363,,A,,37868,320
40397,495,A,,37894,320
40236,751,A,Connection of sya- to PIE *sem- (via *smy-) is controversial. - That's not exactly what Kloekhorst says. Re-check. (Freiberg),37794,80
40399,504,A,,37896,320
40401,324,A,,37897,320
40407,668,A,,24684,172
40420,,A,,37909,271
40457,,A,,37924,271
40472,,A,,37932,271
40430,1506-1507,A,,37913,66
40466,317,A,,37928,302
40369,43-44,A,,37874,54
40367,1014-1015,A,,37872,80
40477,355,A,"Based on Proto-Celtic *sterā 'star', cf. PIE: *h₂stēr 'star' (IEW 1028) OIr. ser is a hapax (it occurs in one of the archaic Leinster eulogies), its gender is unknown; therefore, the PCelt. reconstruction is uncertain. ",32622,50
40498,324,A,"From Proto-Celtic *sāu̯ol- / *sūli- 'sun', cf. PIE *seh₂u̯ōl 'sun'
It appears that there was still an ablauting paradigm in PCelt., Nom. sg. *sāu̯ol, Gen. *sūl-os, from which Olr. súil was abstracted. Another possibility would be to start with *sh₂u̯ōl- > *saūl- (with the regular change of *ō > *ū in the final syllable), thence *sūl-.
",37943,50
41557,,A,,38438,66
41563,,A,,38442,270
41566,,A,,38444,270
41570,,A,,38447,66
40485,252,A,"From Proto-Celtic *magino- 'stone, place', cognate with Proto-Celtic *magos 'plain, field'. The Brittonic words are cognate with OIr. magen, magan ā, f 'place' (DIL maigen).
""W maen is not just any stone, but one 'having some speciality or a
particular use', according to GPC. The Olr. form in -a is a collective built from *magino-, like Lat. loca from locus. The attribution in IEW (709) to the root *meg̑h₂- 'great' is possible, cf. Skt. mahī́- 'earth' < *'the great one').""",37940,50
40489,252,A,"From Proto-Celtic *magino- 'stone, place', cognate with Proto-Celtic *magos 'plain, field'. The Brittonic words are cognate with OIr. magen, magan ā, f 'place' (DIL maigen).
""W maen is not just any stone, but one 'having some speciality or a
particular use', according to GPC. The Olr. form in -a is a collective built from *magino-, like Lat. loca from locus. The attribution in IEW (709) to the root *meg̑h₂- 'great' is possible, cf. Skt. mahī́- 'earth' < *'the great one').""",32732,50
40882,48,A,"Old Southwest Brittonic i, Middle Breton, Middle Cornish y < Proto-Celtic nom. pl. *īs < *ei̯es.",38146,273
42031,,A,,11257,322
40614,261,A,,37987,320
40617,203,A,,37990,320
40503,324,A,"From Proto-Celtic *sāu̯ol- / *sūli- 'sun', cf. PIE *seh₂u̯ōl 'sun'
It appears that there was still an ablauting paradigm in PCelt., Nom. sg. *sāu̯ol, Gen. *sūl-os, from which Olr. súil was abstracted. Another possibility would be to start with *sh₂u̯ōl- > *saūl- (with the regular change of *ō > *ū in the final syllable), thence *sūl-.
",18172,50
40519,,A,,37947,322
40530,,A,,37958,322
40618,161,A,,37991,320
40584,377,A,"From Proto-Celtic *tegu- 'thick' < PIE *tegu- 'thick' (IEW 1057). 
Reflexes of this PIE root are attested only in Celtic and Germanic.
Both branches point to an original u-stem.",25551,50
40967,,A,,38214,270
40594,433,A,,37975,320
40597,152,A,,37976,320
40599,,A,,18268,270
40608,256,A,,37981,320
40638,80,A,With suffix *-xa- < *-kha-,38012,320
40654,367-68,A,"The Celtic form *tanau̯i̯o/ā- originates perhaps from *tn̥h₂-au̯-i(a)h₂, a derivative based on the form with full grade in the suffix *tanau̯- (if *-au̯- reflects *-eu̯-). Irish and Welsh show umlaut with *-i̯-, while the Breton and Cornish forms seem to represent *tanau̯o/ā- which could be identical with Greek ταναὀς. It is however more probably that it originates from a Celtic development starting in the feminine *tanau̯i̯ā > *tanau̯ā (Schrijver 1995, 262).",38021,274
40994,420,A,"From Proto-Celtic *u̯idu- 'wood', < PIE: *u̯idʰu- 'wood' (IEW 1117). ",32994,50
41423,253,A,"*ni-hazda-, *nihadna-",38386,321
41426,,A,,38387,321
41437,409-10,A,"Details unclear, maybe also ancient loan",38394,321
40656,367-68,A,"The Celtic form *tanau̯i̯o/ā- originates perhaps from *tn̥h₂-au̯-i(a)h₂, a derivative based on the form with full grade in the suffix *tanau̯- (if *-au̯- reflects *-eu̯-). Irish and Welsh show umlaut with *-i̯-, while the Breton and Cornish forms seem to represent *tanau̯o/ā- which could be identical with Greek ταναὀς. It is however more probably that it originates from a Celtic development starting in the feminine *tanau̯i̯ā > *tanau̯ā (Schrijver 1995, 262).",25765,274
40685,,A,,38041,270
40694,,A,,38045,66
40696,114,A,,38047,320
40698,71,A,,38049,320
40709,30,A,,38058,320
40726,,A,,38067,66
40727,,A,,38068,66
40728,,A,,38068,270
40729,,A,,38069,270
40732,181,A,,38071,320
40733,,A,,38072,66
40751,,A,,38082,66
40752,,A,,38082,270
40760,,A,,38086,270
40764,,A,,38089,66
40775,,A,,38096,270
40779,,A,,38098,270
40780,,A,,38098,66
40788,,A,,38103,270
40790,172,A,,38104,320
40791,,A,,38105,66
40800,,A,,38109,270
40806,,A,,38113,270
40808,,A,,38114,66
40809,,A,,38114,270
40819,,A,,38120,270
40822,,A,,38122,66
40831,390,A,"From Proto-Celtic *tris 'three' < PIE *trei̯es 'three'; *t(r)isres f. (IEW 1090f.).
",8176,50
40833,503,A,< *auša(h)want- ʿmortalʿ < ʿhaving deathʿ,38125,320
40837,148,A,,38128,320
40844,,A,,38133,66
40848,164,A,,38135,320
40850,685-688,A,"PIE *s(i)i̯ó- 'this', pronominal stem, deictic (proximal), singulare tantum",38126,294
41575,,A,,38449,66
42847,,A,,39299,249
43088,,A,,39512,249
40838,"25, 44f.",A,"-se originates from Proto-British *si̯o- or *sii̯o- < PIE *sio- and is cognate with Ved. syá, f. syā́ n. tyád.
The definite article Middle Breton an, Old Breton in originates from *sindos, f. *sindā. These forms have acquired pronominal inflection and are based on *sin-de. *sin-de contains the anaphoric pronoun *sin < *sim and the particle *-de-. ",38126,328
40867,,A,"The cognacy judgement refers only to the second part of this compound marker, i.e. -se.",38139,275
40877,29,A,,38143,320
42033,,A,,11259,322
40885,48,A,"Old Southwest Brittonic i, Middle Breton, Middle Cornish y < Proto-Celtic nom. pl. *īs < *ei̯es.",38149,273
40890,255,A,"Developed through reanalysis from olseat-som 'they say, they said' during the 9th century and replaced é. While the singular forms olse 'says, said he' and olsí contain the nominative pronouns, the plural olseat is formed with a verbal ending. ",38154,227
40892,161,A,,38156,320
40899,,A,,38164,320
40908,151,A,,38173,320
40910,163-4,A,,38175,320
40919,351,A,,38181,320
40921,,A,,38183,80
40929,"66ff., 28",A,"The first element *hǝnn- originates from *sondos (e.g. in MW hwnn msg.), the acc.sg. of the demonstrative pronoun *so- and a element *-de-, i.e. *som-de > *sonde (p. 30). The second element is cognate with Corn. -ma and Welsh yma 'here' (y-ma).",38188,328
40930,"66ff., 28",A,"The first element *hǝnn- originates from *sondos (e.g. in MW hwnn msg.), the acc.sg. of the demonstrative pronoun *so- and a element *-de-, i.e. *som-de > *sonde (p. 30). The second element is cognate with Breton -ma, -mañ and Welsh yma 'here' (y-ma).",20809,328
40931,28,A,"The second element is cognate with Breton -ma, -mañ and Welsh yma 'here' (y-ma).",38191,328
40943,,A,,38202,66
40951,713,A,"Cognate with Corn. towl, Welsh tafl 'catapulte, sling, throw' and Ir. tabhall, Old Irish tabul 'sling', all from Celtic *tab-allo-. 

",38206,309
40977,,A,,38219,66
40983,368,A,"From Proto-Celtic *tangʷāt- 'tongue', cf. PIE *dn̥g̑uh₂- 'tongue' (IEW 223) With initial *t- instead of the expected *d- as the result of assimilation. The forms with stem-final *-t presuppose an earlier a-stem *tangwā, see Widmer 1997.",28070,50
40986,368,A,"From Proto-Celtic *tangʷāt- 'tongue', cf. PIE *dn̥g̑uh₂- 'tongue' (IEW 223) With initial *t- instead of the expected *d- as the result of assimilation. The forms with stem-final *-t presuppose an earlier a-stem *tangwā, see Widmer 1997.",32561,50
41001,745,A,"Denominal verb based on Middle Breton tro (1499) from Old Breton tro. This noun is Cognate with Cornish tro 'turn' and Welsh tro 'circuit, instant, occasion'. All originate from Celtic *trog-o- 'traction'.",38224,309
41008,110,A,"From Proto-Celtic *du̯au̯ 'two', cf. PIE *du̯oh₁ 'two' (IEW 228f.)
The feminine form was *du̯ī < PIE *dʷih₁.",32565,50
41014,343,A,,38226,50
41016,578-79,A,"From Proto-Celtic *skei̯-e/o- 'to vomit, to spew', cf. PIE *sk̑ei̯-(d)- 'defecate' (?) (IEW 920f.), cf. *sk̑ʰei̯- 'to split, to tear' (LIV² 547f.) and Schumachers remark concerning the final -d- of the root. The Brittonic forms are secondary verbs derived from the verbal noun (MW chwyt). ",26030,304
41051,,A,,38240,270
41057,,A,,38243,66
41062,,A,,38246,66
41063,,A,,38246,270
41067,,A,,38250,270
41068,,A,,38250,66
41071,,A,,38252,270
41074,,A,,38253,270
41076,,A,,38254,66
41081,,A,,38257,66
41082,,A,,38257,270
41086,,A,,38259,270
41087,,A,,38260,270
41092,,A,,38262,66
41105,,A,,38269,66
41107,,A,,38270,270
41108,,A,,38270,66
41115,,A,,38275,66
41116,,A,,38275,270
41117,,A,,38276,270
41121,258,A,,38278,321
39462,198,A,"From Proto-Celtic *kai̯to- 'wood' < PIE *kai̯to- 'wood, field' (IEW 521). Cognate set limited to Celtic and Germanic and ultimately perhaps a substratum word.
",37395,50
42341,111-2,A,"Compound of ad- + claidid 'digs', i.e. 'to trap'. ",38826,296
41133,69,A,"From Proto-Celtic *blēdanī- 'year'. 
",8202,50
41135,181-82,A,From Proto-Celtic *kʷrimi- 'worm' < PIE *kʷr̥mi- 'worm' (IEW 1152).,8200,50
41140,316,A,From Proto-Celtic *u̯rako-.,32902,309
41175,178-79,A,"From Proto-Celtic *kʷēs 'who' < PIE *kʷe/o-i̯- 'who, what' (IEW 635). While OW pui, MW pwy show the regular outcome, in Middle Breton and Cornish a metathesis *wy > yw took place. ",32572,50
41195,300,A,"*fra-wahar-, cognate to words for ʿdawnʿ, root *h₂u̯es- ʿto become brightʿ.",38291,321
41643,,A,,30717,172
41646,,A,,30701,172
41204,353,A,"From Proto-Celtic *tefesmo, as if from PIE *tepes-mo-, cf. the s-stem *tepes- 'heat' based on *tep- 'to be warm, hot' (IEW 1070, LIV² 629f.).",32630,50
41206,353,A,"From Proto-Celtic *tefesmo, as if from PIE *tepes-mo-, cf. the s-stem *tepes- 'heat' based on *tep- 'to be warm, hot' (IEW 1070, LIV² 629f.).",20306,50
41207,353,A,,28075,50
41217,337,A,,30785,321
41221,,A,,38300,156
41369,205,A,,16347,321
41238,,A,,38304,66
41243,,A,,38307,66
41246,,A,,38309,270
41251,222-23,A,Consists of pe 'what' and eur 'hour from Latin oria.,38311,309
41252,,A,,38312,270
41253,,A,,38313,270
41259,,A,,38317,66
41264,,A,,38319,270
41268,,A,,38322,66
41269,,A,,38322,270
41270,394,A,,38323,83
41274,,A,,38327,270
41279,,A,,38330,270
41281,,A,,38331,66
41282,,A,,38332,66
41283,,A,,38332,270
41289,,A,,38335,270
41290,,A,Possibly an old loan,30681,321
41295,315,A,,29731,321
41297,116,A,,16329,321
41301,,A,,16334,334
41305,,A,Very unclear,16338,322
41311,,A,,38341,66
41324,,A,,38348,66
41325,,A,,38348,270
41328,,A,,38350,270
41331,,A,,38351,66
41334,,A,,38353,270
41335,,A,,38353,66
41345,,A,,38358,270
41356,,A,,38364,66
41357,,A,,38364,270
41358,,A,,38365,270
41359,,A,,38365,66
41374,283,A,,23700,321
41376,524,A,,16350,334
41381,385,A,,38373,321
41388,,A,,38075,174
41389,,A,From Persian,16355,334
41398,,A,,22860,270
41400,,A,"maybe *mays- < *mans- < *nans-? Cf. Yagnobi nays/nes, Sogdian nns.",38376,322
41402,,A,,38377,334
41405,428,A,,16363,321
41419,151,A,,16376,321
41438,422,A,,38395,321
41446,,A,< *ima-,38400,331
41449,,A,,38403,172
41463,426,A,"From Proto-Celtic *u̯likʷo- 'wet', cf. *u̯elk-u̯o- 'wet' (IEW 1145). MoBret. gwleb preserved the feminine form, PCelt. *u̯likʷā. ",8187,50
41472,349-50,A,,28078,50
41473,570,A,"PIE neo-nominative *n̥smḗs > *n̥snēs > Proto-Celtic *snīs > Old Irish sní (nom.), MW ni (nominative and oblique).",28078,294
41521,,A,,26344,334
41477,570,A,"PIE neo-nominative *n̥smḗs > *n̥snēs > Proto-Celtic *snīs > Old Irish sní (nom.), MW ni (nominative and oblique).",38407,294
41492,107-08,A,"From Proto-Celtic *dubro-/ā- 'dark', cf. PIE *dʰubʰ- 'black' (IEW 263ff.) In OIr. the adj. 'black' is also used as the substantivized adjective dobur 'water'. Brittonic continues only the word for 'water', Old Welsh dubr, MW dwfr, ModW dŵr, Breton, Cornish dour. ",32824,50
41493,107-08,A,"From Proto-Celtic *dubro-/ā- 'dark', cf. PIE *dʰubʰ- 'black' (IEW 263ff.) In OIr. the adj. 'black' is also used as the substantivized adjective dobur 'water'. Brittonic continues only the word for 'water', Old Welsh dubr, MW dwfr, ModW dŵr, Breton, Cornish dour. ",18320,50
41511,,A,,16409,334
41516,,A,,38414,321
41527,,A,There is no convincing explanation of these pronouns in Wakhi.,29968,322
41540,,A,*pada-,38429,321
41542,,A,,38430,270
41545,,A,,38432,66
41547,,A,,38433,270
41583,48,A,"From Proto-Celtic *me < PIE acc. sg. *(h₁)me, which ousted the old nom. sg. *(h₁)égoH. Old and Midddle Welsh reflect Late Proto-British *mi < *mī, while Middle and Modern Breton me and Middle Cornish my, me point to /mı/ < Late Proto-British *mɨ < Proto-British *mi. The development of these forms is related to those of the 2nd person Proto-Celtic *tū, which regulary became Proto-British *tȳ > *tī. This generated an analogical Proto-British nom. sg. *mū > *mȳ > *mi. The Proto-Celtic acc. sg. *me regularly became Proto-British *mi. Thus arose a PBr. system with nom. sg. *mī, *tī, acc. sg. *mi, *ti. Of these forms, Old Welsh generalized the former variant, Old South-West British the latter. A parallel development is found with the 2nd person pronouns. ",35392,273
41573,48,A,"From Proto-Celtic *me < PIE acc. sg. *(h₁)me, which ousted the old nom. sg. *(h₁)égoH. Old and Midddle Welsh reflect Late Proto-British *mi < *mī, while Middle and Modern Breton me and Middle Cornish my, me point to /mı/ < Late Proto-British *mɨ < Proto-British *mi. The development of these forms is related to those of the 2nd person Proto-Celtic *tū, which regulary became Proto-British *tȳ > *tī. This generated an analogical Proto-British nom. sg. *mū > *mȳ > *mi. The Proto-Celtic acc. sg. *me regularly became Proto-British *mi. Thus arose a PBr. system with nom. sg. *mī, *tī, acc. sg. *mi, *ti. Of these forms, Old Welsh generalized the former variant, Old South-West British the latter. A parallel development is found with the 2nd person pronouns. 
",37193,273
41674,,A,,38482,172
41678,,A,,38486,69
41680,,A,,38487,69
41694,,A,,38492,69
41576,42,A,,38450,66
