id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
412,"Puhvel, Jaan (2011). Hittite Etymological Dictionary (HED). Vol. 8: Words Beginning with PA. Berlin: Mouton de Gruyter.",,,,,,,,,,,Hittite Etymological Dictionary (HED),book,,8: Words Beginning with PA,2011,HED PA,"Puhvel, Jaan",,,Mouton de Gruyter,,,,,,,,Berlin,,,False,False,
413,"Puhvel, Jaan (2013). Hittite Etymological Dictionary (HED). Vol. 9: Words Beginning with PE, PI, PU. Berlin: Mouton de Gruyter.",,,,,,,,,,,Hittite Etymological Dictionary (HED),book,,"9: Words Beginning with PE, PI, PU",2013,"HED PE, PI, PU","Puhvel, Jaan",,,Mouton de Gruyter,,,,,,,,Berlin,,,False,False,
414,"Neumann, Günter (2007). Glossar des Lykischen. Ed. by Johann Tischler. Wiesbaden: Harrassowitz.",,,,,,,,,,,Glossar des Lykischen,book,,,2007,Neumann 2007,"Neumann, Günter","Tischler, Johann",,Harrassowitz,,P,,,,,,Wiesbaden,,,False,False,
415,"Lühr, Rosemarie & Albert L. Lloyd, eds. (2009). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Gerlinde Kohlrusch et al. Vol. 4: gâba - hylare. Göttingen: Vandenhoeck & Ruprecht.",,,,,,,,,,,Etymologisches Wörterbuch des Althochdeutschen (EWA),book,,4: gâba - hylare,2009,EWA 4,,"Lühr, Rosemarie and Lloyd, Albert L.",Gerlinde Kohlrusch and Maria Kozianka and Karen K. Purdy and Roland Schuhmann,Vandenhoeck \& Ruprecht,,P,,collaborator,,,,Göttingen,,gâba - hylare,False,False,
416,"Melchert, H. Craig (1988b). Luvian Lexical Notes. 101, pp. 211–243.",,,,,,,,101,,211–243,Luvian Lexical Notes,book,,,1988,Melchert 1988,"Melchert, H. Craig",,,,,P,,,,,Historische Sprachforschung (HS),,,,False,False,
417,"Pronk, Tijmen. Leiden University.",,,,,,,Leiden University,,,,,misc,,,,"Pronk, Tijmen","Pronk, Tijmen",,,,,E,,,,,,,,,False,False,
419,"Andronovs, Aleksejs (2009). “Latgaliešu literārā valoda leksikostatistikas gaismā”. In: Ontona Skryndys Latgalı̄šu gramatikai 100. 1. storptautyskuo latgalistikys konferen, ce (Sanktpı̄terburga, 2008. goda 19.–20. septembris). Ed. by Aleksejs Andronovs et al. url: http://www.lu.lv/filol/latgalistica/doc/LKM_1.pdf.",,,Ontona Skryndys Latgalīšu gramatikai 100,,,,,,,,Latgaliešu literārā valoda leksikostatistikas gaismā,inbook,http://www.lu.lv/filol/latgalistica/doc/LKM_1.pdf,,2009,Andronovs 2009,"Andronovs, Aleksejs","Andronovs, Aleksejs and Leikuma, Lideja and Šuplinska, Ilga",,,,P,"1. storptautyskuo latgalistikys  konfereņce  (Sanktpīterburga,  2008. goda  19.--20. septembris)",,,,,,,,False,False,
420,"Ceplı̄tis, Laimdots K. (1995). Latviešu valodas pareizrakstı̄bas un pareizrunas vārdnı̄ca : ap 80 000 vārdu. Latvian phonetics/phonology. Rı̄ga.",Latvian phonetics/phonology,,,,,,Latvian phonetics/phonology,,,,Latviešu valodas pareizrakstības un pareizrunas vārdnīca : ap 80 000 vārdu,book,,,1995,Ceplı̄tis 1995,"Ceplītis, Laimdots K.",,,Avots,,P,,,,,,Rīga,,,False,False,
421,"Karulis, Konstantı̄ns (2001). Latviešu etimologijas vārdnı̄ca. Latvian etymological dictionary. Rı̄ga.",Latvian etymological dictionary,,,,,,Latvian etymological dictionary,,,,Latviešu etimolog̓ijas vārdnīca,book,,,2001,Karulis 2001,"Karulis, Konstantīns",,,,,P,,,,,,Rīga,,,False,False,
423,"Corominas, Joan & José A. Pascual (1980–1991). Diccionario crítico etimológico castellano e hispánico (DCECH). 6 volumes. Madrid: Editorial Gredos.",,,,,,,6 volumes,,,,Diccionario crítico etimológico castellano e hispánico (DCECH),book,,,1980/1991,DCECH,"Corominas, Joan and Pascual, José A.",,,Editorial Gredos,,,,,,,,Madrid,,,False,False,
426,"Anagnostopulos, G. P. (1926). Tsakonische Grammatik. Texte und Forschungen zur byzantinisch-neugriechischen Philologie 5. Berlin and Athen: Urania and Sakellarios.",,,,,,,,5,,,Tsakonische Grammatik,book,,,1926,Anagnostopulos 1926,"Anagnostopulos, G. P.",,,Urania and Sakellarios,Texte und Forschungen zur byzantinisch-neugriechischen Philologie,P,,,,,,Berlin and Athen,,,False,False,
428,"Kümmel, Martin Joachim (2016b). Urindoiranische Grammatik. Ed. by Velizar Sadovski. Veröffentlichungen zur Iranistik – Grammatica Iranica. Manuscript version dating from 30-06-2016 12:28. Wien: Verlag der Österreichischen Akademie der Wissenschaften.",,,,,,,Manuscript version dating from 30-06-2016 12:28.,,,,Urindoiranische Grammatik,book,,,2016-06-30,Kümmel 2016,"Kümmel, Martin Joachim","Sadovski, Velizar",,Verlag der Österreichischen Akademie der Wissenschaften,Veröffentlichungen zur Iranistik – Grammatica Iranica,,,,,,,Wien,,,False,False,
429,"Lipp, Reiner (2009). Die indogermanischen und einzelsprachlichen Palatale im Indoiranischen. Vol. II: Thorn-Problem, indoiranische Laryngalvokalisation. Heidelberg: Winter.",,,,,,,,,,,Die indogermanischen und einzelsprachlichen Palatale im Indoiranischen,book,,"II: Thorn-Problem, indoiranische Laryngalvokalisation",2009,Lipp 2009,"Lipp, Reiner",,,Winter,,,,,,,,Heidelberg,,,False,False,
430,"Stephan, Konstantin. student assistent at CoBL.",,,,,,,student assistent at CoBL,,,,,misc,,,,"Stephan, Konstantin","Stephan, Konstantin",,,,,E,,,,,,,,,False,False,
431,"Strand, Richard F. (1998). Kâmviri Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.",,,,,,,Richard Strand's Nuristân Site,,,,Kâmviri Lexicon,online,http://nuristan.info/lngFrameL.html,,1998,Strand 1998,"Strand, Richard F.",,,,,,,,,,,,,,False,False,
432,"Strand, Richard F. (2011). Kâta-vari (Kti-vřâ·i vari) Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.",,,,,,,Richard Strand's Nuristân Site,,,,Kâtʹa-vari (Ktʹi-vřâ·i vari) Lexicon,online,http://nuristan.info/lngFrameL.html,,2011,Strand 2011a,"Strand, Richard F.",,,,,,,,,,,,,,False,False,
434,"Strand, Richard F. (2008). Saňu-vi:ri Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.",,,,,,,Richard Strand's Nuristân Site,,,,Saňu-vi:ri Lexicon,online,http://nuristan.info/lngFrameL.html,,2008,Strand 2008,"Strand, Richard F.",,,,,,,,,,,,,,False,False,
435,"Strand, Richard F. Independent Scholar, Cottonwood, Arizona, USA.",,,,,,,"Independent Scholar, Cottonwood, Arizona, USA",,,,,misc,,,,"Strand, Richard F.","Strand, Richard F.",,,,,,,,,,,,,,False,False,
436,"Adams, Douglas Q. (1982). “Studies in Tocharian Vocabulary”. In: Journal of the American Oriental Society 102, pp. 133–136.",,,,,,,,102,,133–136,Studies in Tocharian Vocabulary,article,,,1982,Adams 1982,"Adams, Douglas Q.",,,,,,,,,,Journal of the American Oriental Society,,I: Four Verbs,,False,False,
438,"Buddruss, Georg & Almuth Degener (2015). Materialen zur Prasun-Sprach des Afghanischen Hindukusch. Vol. 1: Texte und Glossar. Harvard Oriental Series 80. Cambridge, Massachusetts. isbn: 978-0-674-73741-9.",,,,,,,,80,,,Materialen zur Prasun-Sprach des Afghanischen Hindukusch,book,,1: Texte und Glossar,2015,Buddruss & Degener 2015,"Buddruss, Georg and Degener, Almuth",,,,Harvard Oriental Series,,,,,978-0-674-73741-9,,"Cambridge, Massachusetts",,,False,False,
439,"Morgenstierne, Georg (1952). “Linguistic Gleanings from Nuristan”. In: Norsk Tidsskrift for Sprogvidenskap 16. Lexical data from the Nûristânî languages Saňu-viri and Tregâmî., pp. 117–135.",Lexical data from the Nûristânî languages Saňu-viri and Tregâmî.,,,,,,Lexical data from the Nûristânî languages Saňu-viri and Tregâmî.,16,,117–135,Linguistic Gleanings from Nuristan,article,,,1952,Morgenstierne 1952,"Morgenstierne, Georg",,,,,,,,,,Norsk Tidsskrift for Sprogvidenskap,,,,False,False,
440,"Strand, Richard F. (2007–2016). Transcription and Pronunciation of the Nuristâni Languages. A standard for transcribing the Nûristânî languages. url: http://nuristan.info/Nuristani/phon.html.",A standard for transcribing the Nûristânî languages.,,,,,,A standard for transcribing the Nûristânî languages.,,,,Transcription and Pronunciation of the Nuristâni Languages,online,http://nuristan.info/Nuristani/phon.html,,2007/2016,Strand 2007–2016,"Strand, Richard F.",,,,,,,,,,,,,,False,False,
441,"Lühr, Rosemarie & Albert L. Lloyd, eds. (2007). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Gerlinde Kohlrusch et al. Vol. 3: fadum - fûstslag. Göttingen: Vandenhoeck & Ruprecht.",,,,,,,,,,,Etymologisches Wörterbuch des Althochdeutschen (EWA),book,,3: fadum - fûstslag,2007,EWA 3,,"Lühr, Rosemarie and Lloyd, Albert L.",Gerlinde Kohlrusch and Maria Kozianka and Karen K. Purdy and Roland Schuhmann,Vandenhoeck \& Ruprecht,,,,collaborator,,,,Göttingen,,fadum - fûstslag,False,False,
442,"Turner, Ralph Lilley (1962–1966). A Comparative Dictionary of Indo-Aryan Languages. with three supplements: 1969–1985. London: Oxford University Press. url: http://dsal.uchicago.edu/dictionaries/soas/.",Online version: http://dsal.uchicago.edu/dictionaries/soas/,,,,,,with three supplements: 1969–1985,,,,A Comparative Dictionary of Indo-Aryan Languages,book,http://dsal.uchicago.edu/dictionaries/soas/,,1962/1966,Turner 1962–1966,"Turner, Ralph Lilley",,,Oxford University Press,,,,,,,,London,,,False,False,
443,"von Wartburg, Walther (1922–2002). Französisches Etymologisches Wörterbuch. Eine darstellung des galloromanischen sprachschatzes. Vol. 1–25. 25 volumes. Bonn et al.: Klopp et al.",,,,,,,25 volumes,,,,Französisches Etymologisches Wörterbuch,book,,1–25,1922/2002,von Wartburg 1922–2002,"von Wartburg, Walther","Jänicke, Otto and Gossen, Carl Theodor",,Klopp and Winter and Teubner and Zbinden,,,,,,,,Bonn and Heidelberg and Leipzig and Berlin and Bâle,,,False,False,
444,"Meyer-Lübke, Wilhelm (1935). Romanisches Etymologisches Wörterbuch. 3rd ed. Heidelberg: Carl Winters Universitätsbuchhandlung.",,,,,3,,,,,,Romanisches Etymologisches Wörterbuch,book,,,1935,Meyer-Lübke 1935,"Meyer-Lübke, Wilhelm",,,Carl Winters Universitätsbuchhandlung,,,,,,,,Heidelberg,,,False,False,
446,Lëtzebuerger Online Dictionnaire (Luxembourgish online dictionary). url: http://www.lod.lu.,Luxembourgish online dictionary,,,,,,,,,,Lëtzebuerger Online Dictionnaire (Luxembourgish online dictionary),online,http://www.lod.lu,,,Lëtzebuerger Online Dictionnaire,,,,,,,,,,,,,,,False,False,
448,"Grand Duchy of Luxembourg (1950–1979). Luxemburger Wörterbuch. Vol. 1–5. Official print dictionary, commissioned by the Grand-Duchy of Luxembourg. 5 Volumes. Luxemburg: P. Linden.","Official print dictionary, commissioned by the Grand-Duchy of Luxembourg. 5 Volumes",,,,,,"Official print dictionary, commissioned by the Grand-Duchy of Luxembourg. 5 Volumes",,,,Luxemburger Wörterbuch,book,,1–5,1950/1979,Luxembourg 1950–1979,Grand Duchy of Luxembourg,,,P. Linden,,,,,,,,Luxemburg,,,False,False,
450,"Friedrich, J. (1927). Zu AO 25, 2 (Aus dem hethitischen Schrifttum, 2. Heft). 37 N.F. 3, pp. 177–204. url: http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/153149.",,,,,,,,37 N.F. 3,,177–204,"Zu AO 25, 2 (Aus dem hethitischen Schrifttum, 2. Heft)",book,http://menadoc.bibliothek.uni-halle.de/dmg/periodical/titleinfo/153149,,1927,Friedrich 1927,"Friedrich, J.",,,,,,,,,,Zeitschrift fur Assyriologie und verwante Gebiete,,,,False,False,
451,"Kammenhuber, Anna (1961). Zur Stellung des Hethitisch-Luvischen innerhalb der indogermanischen Gemeinsprache. 77, pp. 31–75.",,,,,,,,77,,31–75,Zur Stellung des Hethitisch-Luvischen innerhalb der indogermanischen Gemeinsprache,book,,,1961,Kammenhuber 1961,"Kammenhuber, Anna",,,,,,,,,,Zeitschrift fur vergleichende Sprachforschung,,,,False,False,
452,"Dawkins, R. M. (1916). Modern Greek in Asia Minor. A Study of the Dialects of Sílli, Cappadocia, and Phárasa with Grammar, Texts, Translations, and Glossary. Cambridge: Cambridge University Press.",,,,,,,,,,,Modern Greek in Asia Minor,book,,,1916,Dawkins 1916,"Dawkins, R. M.",,,Cambridge University Press,,,,,,,,Cambridge,,"A Study of the Dialects of Sílli, Cappadocia, and Phárasa with Grammar, Texts, Translations, and Glossary",False,False,
453,"Karunatillake, W. S. (2012). Etymological Lexicon of the Sinhala Language. .1: A through L (Indo-Āryan sources). Colombo: Godage.",,,,,,,,,,,Etymological Lexicon of the Sinhala Language,book,,,2012,Karunatillake 2012,"Karunatillake, W. S.",,,Godage,,,,,,,,Colombo,,,False,False,
454,"Rieken, Elisabeth (2001). “Einige Beobachtungen zum Wechsel u/(u)ua in den hethitischen Texten”. In: Anatolisch und Indogermanisch. Akten des Kolloquiums der Indogermanischen Gesellschaft Pavia, 22./25. September 1998. Ed. by O. Carruba & W. Meid. Innsbruck, pp. 369–379.",,,Anatolisch und Indogermanisch,,,,,,,369–379,Einige Beobachtungen zum Wechsel u/(u)u̯a in den hethitischen Texten,inbook,,,2001,Rieken 2001,"Rieken, Elisabeth","Carruba, O. and Meid, W.",,,,,"Akten des Kolloquiums der Indogermanischen Gesellschaft Pavia, 22./25. September 1998",,,,,Innsbruck,,,False,False,
455,"Varella, Stavroula (2006). Language Contact and the Lexicon in the History of Cypriot Greek. Bern: Peter Lang.",,,,,,,,,,,Language Contact and the Lexicon in the History of Cypriot Greek,book,,,2006,Varella 2006,"Varella, Stavroula",,,Peter Lang,,,,,,,,Bern,,,False,False,
456,"Katz, J. T. (1998). “How to be a Dragon in Indo-European. Hittite illuyankaš and its Linguistic and Cultural Congeners in Latin, Greek and Germanic”. In: Mir Curad. Studies in Honor of Calvert Watkins. Ed. by J. Jasanoff, H.C. Melchert & L. Oliver. Innsbruck, pp. 317–334.","
",,Mir Curad,,,,,,,317–334,How to be a Dragon in Indo-European,inbook,,,1998,Katz 1998,"Katz, J. T.","Jasanoff, J. and Melchert, H.C. and Oliver, L.",,,,,Studies in Honor of Calvert Watkins,,,,,Innsbruck,,,False,False,
457,"Tischler, Johann (1991). Hethitisches etymologisches Glossar. .3. fasc. 8 (T, D/1). Innsbruck.",,,,,,,,,,,Hethitisches etymologisches Glossar,book,,,1991,Tischler 1991,"Tischler, Johann",,,,,,,,,,,Innsbruck,"3. fasc. 8 (T, D/1)",,False,False,
458,ÈSSÂ (1974-). Ètimologičeskij slovar' slavânskich âzykov. Moskva: Nauka.,Etymology dictionary of Slavic languages,,,,,,Etymology dictionary of Slavic languages,,,,Ètimologičeskij slovar' slavânskich âzykov,book,,,1974-,ESSJa,,"Trubačev, O. N.",,Nauka,,,,,,,,Moskva,,,False,False,
459,"Cheung, Johnny (2005). Sanskrit meh, míh, meghá, niméghamāna with an excursion on Persian mih. Ed. by G. Schweiger. Taimering: Schweiger VWT-Verlag, pp. 45–55.",,,Indogermanica,,,,,,,45–55,"Sanskrit meh, míh, meghá, niméghamāna with an excursion on Persian mih",article,,,2005,Cheung 2005,"Cheung, Johnny","Schweiger, G.",,Schweiger VWT-Verlag,,,"Festschrift Gert Klingenschmitt. Indische, iranische und indogermanische Studien dem verehrten Jubilar dargebracht zu seinem fünfundsechzigsten Geburtstag",,,,,Taimering,,,False,False,
460,"Andriotis, Nikolaos (1974). Lexikon der Archaismen in neugriechischen Dialekten. Wien: Österreichische Akademie der Wissenschaften.",,,,,,,,,,,Lexikon der Archaismen in neugriechischen Dialekten,book,,,1974,Andriotis 1974,"Andriotis, Nikolaos",,,Österreichische Akademie der Wissenschaften,,,,,,,,Wien,,,False,False,
462,"Tischler, Johann (2006). Hethitisches etymologisches Glossar. .II. Lieferung 14. S/2. Innsbruck: Institut für Sprachen und Literaturen der Univ.",,,,,,,,,,,Hethitisches etymologisches Glossar,book,,,2006,Tischler 2006,"Tischler, Johann",,,Institut für Sprachen und Literaturen der Univ.,,,,,,,,Innsbruck,II. Lieferung 14. S/2,,False,False,
463,"Tischler, Johann (2001). Hethitisches Handwörterbuch. mit dem Wortschatz der Nachbarnsprachen. Innsbruck.",,,,,,,,,,,Hethitisches Handwörterbuch,book,,,2001,Tischler 2001,"Tischler, Johann",,,,,,,,,,,Innsbruck,,mit dem Wortschatz der Nachbarnsprachen,False,False,
464,"Liosis, Nikos. Aristotle University of Thessaloniki, Institute of Modern Greek Studies.",,,,,,,"Aristotle University of Thessaloniki, Institute of Modern Greek Studies",,,,,misc,,,,"Liosis, Nikos","Liosis, Nikos",,,,,,,,,,,,,,False,False,
468,"de Vries, Jan (1977). Altnordisches Etymologisches Wörterbuch. Old Norse etymological dictionary. Leiden: Brill.",,,,,2,,,,,,Altnordisches Etymologisches Wörterbuch,book,,,1977,de Vries 1977,"de Vries, Jan",,,Brill,,,,,,,,Leiden,,,False,False,
529,"Pooth, Roland",,,,,,,,,,,,misc,,,,"Pooth, Roland","Pooth, Roland",,,,,,,,,,,,,,False,False,
530,http://lkz.lt/startas.htm,,,,,,,,,,,http://lkz.lt/startas.htm,online,http://lkz.lt/startas.htm,,,http://lkz.lt/startas.htm,,,,,,,,,,,,,,,False,False,
531,"Smoczyński, Wojciech (2007). Słownik etymologiczny je̜zyka litewskiego. Vilniaus universitetas Vilnius",,,,,,,,,,,Słownik etymologiczny je̜zyka litewskiego,book,,,2007,Smoczyński 2007,"Smoczyński, Wojciech",,,Vilniaus universitetas,,,,,,,,Vilnius,,,False,False,
532,http://www.prusistika.flf.vu.lt (Old Prussian etymological dictionary),,,,,,,Old Prussian etymological dictionary,,,,http://www.prusistika.flf.vu.lt,online,http://www.prusistika.flf.vu.lt,,,http://www.prusistika.flf.vu.lt,,,,,,,,,,,,,,,False,False,
533,"Mühlenbach, Karl & Jan Endzelin (1923–1932). Latviešu valodas vārdnīca/Lettisch-deutsches Wörterbuch, Riga: Lettisches Bildungsministerium/Lettisches Kulturfonds",,,,,,,,,,,Latviešu valodas vārdnīca/Lettisch-deutsches Wörterbuch,book,,,1923/1932,Mühlenbach & Endzelin 1923–1932,"Mühlenbach, Karl and Endzelin, Jan",,,Lettisches Bildungsministerium/Lettisches Kulturfonds,,,,,,,,Riga,,,False,False,
534,"Karulis, Konstantīns 1992. Latviešu etimoloģijas vārdnīca. Riga: Avots",,,,,,,,,,,Latviešu etimoloģijas vārdnīca,book,,,1992,Karulis 1992,"Karulis, Konstantīns",,,Avots,,,,,,,,Riga,,,False,False,
535,http://www.tezaurs.lv/,,,,,,,,,,,http://www.tezaurs.lv/,online,http://www.tezaurs.lv/,,,http://www.tezaurs.lv/,,,,,,,,,,,,,,,False,False,
536,http://vuordineica.lv/ (Latvian-Latgalian dictionary),,,,,,,Latvian-Latgalian dictionary,,,,http://vuordineica.lv/,online,http://vuordineica.lv/,,,http://vuordineica.lv/,,,,,,,,,,,,,,,False,False,
538,"http://www.argjiro.net/fjalor/index.php, An English - Albanian, Albanian - English Online Dictionary",,,,,,,"An English - Albanian, Albanian - English Online Dictionary",,,,http://www.argjiro.net/fjalor/index.php,online,http://www.argjiro.net/fjalor/index.php,,,http://www.argjiro.net/fjalor/index.php,,,,,,,,,,,,,,,False,False,
539,"Haarmann, Harald (1978): Balkanlinguistik, 1: Areallinguistik und Lexikostatistik des balkanlateinischen Wortschatzes, Tübinger Beiträge zur Linguistik 93, Narr Tübingen",,,,,,,Part = 1: Areallinguistik und Lexikostatistik des balkanlateinischen Wortschatzes,93,,,Balkanlinguistik,book,,,1978,Haarmann 1978,"Haarmann, Harald",,,Narr,Tübinger Beiträge zur Linguistik,,,,,3-87808-093-X,,Tübingen,1,,False,False,
540,"Jahukyan, G. B. and Vahan Sargsyan (2010): Hayeren stowgabanakan baṙaran. ""Asoghik"" hratarakchʻutʻyun Erevan.",,,,,,,,,,,Hayeren stowgabanakan baṙaran,book,,,2010,Jahukyan & Sargsyan 2010,"Jahukyan, G. B. and Sargsyan, Vahan",,,"""Asoghik"" hratarakchʻutʻyun",,,,,,,,Erevan,,,False,False,
543,"Sturtevant, Edgar H. (1934), A Hittite text on the duties of priests and temple servants, American Oriental Society Philadelphia",,,,,,,,,,,A Hittite text on the duties of priests and temple servants,book,,,1934,Sturtevant 1934,"Sturtevant, Edgar H.",,,American Oriental Society,,,,,,,,Philadelphia,,,False,False,
544,"Nussbaum, Alan J. 1986. Head and Horn in Indo-European Berlin: Walter de Gruyter.",,,,,,,,,,,Head and horn in Indo-European,book,,,1986,Nussbaum 1986,"Nussbaum, Alan J.",,,W. de Gruyter,,,,,,,,Berlin & New York,,"the words for ""horn,"" ""head,"" and ""hornet""",False,False,
545,"Peyrot, Michaël (2008), Variation and change in Tocharian B, Rodopi Amsterdam et al.",,,,,,,,15,,,Variation and change in Tocharian B,book,,,2008,Peyrot 2008,"Peyrot, Michaël",,,Rodopi,Leiden Studies in Indo-European,,,,,,,Amsterdam and others,,,False,False,
546,"Pinault, Georges-Jean (2008), Chrestomathie tokharienne – textes et grammaire, Peeters Leuven et al.",,,,,,,,,,,Chrestomathie tokharienne,book,,,2008,Pinault 2008,"Pinault, Georges-Jean",,,Peeters,,,,,,,,Leuven and others,,textes et grammaire,False,False,
547,"Peyrot, Michaël (), The Tocharian subjunctive – a study in syntax and verbal stem formation, Brill Leiden et al., 2013",,,,,,,,8,,,The Tocharian subjunctive,book,,,2013,Peyrot 2013,"Peyrot, Michaël",,,Brill,Brill's studies in Indo-European languages and linguistics (BSIEL),,,,,,,Leiden and others,,a study in syntax and verbal stem formation,False,False,
549,"Kortlandt, Frederik H. H. (2003), Armeniaca – comparative notes (Anatolian and Caucasian studies), Caravan Books Ann Arbor",,,,,,,,,,,Armeniaca,book,,,2003,Kortlandt 2003,"Kortlandt, Frederik H. H.",,,Caravan Books,Anatolian and Caucasian studies,,,,,0-88206-106-2,,Ann Arbor,,comparative notes,False,False,
550,"Hilmarsson, Jörundur (1984), Reconstruction of a Tocharian paradigm: the numeral “one”, in: Zeitschrift für Vergleichende Sprachforschung 97:1, p. 135–147",,,,,,,,97:1,,135--147,Reconstruction of a Tocharian paradigm: the numeral “one”,article,,,1984,Hilmarsson 1984,"Hilmarsson, Jörundur",,,,,,,,,,Zeitschrift für Vergleichende Sprachforschung,,,,False,False,
551,"Hilmarsson, Jörundur (1985), Tocharian B krorīyai (obl. sg.), A kror “crescent, horn of the moon” ~ Hitt. karau̯ar “horn” ~ Arm. ełǰiwr “horn” < I.-E. *ghrēu̯r̥, in: Die Sprache 31:1, p. 40–47",,,,,,,,31:1,,40--47,"Tocharian B krorīyai (obl. sg.), A kror “crescent, horn of the moon” ~ Hitt. karau̯ar “horn” ~ Arm. ełǰiwr “horn” < I.-E. *ghrēu̯r̥",article,,,1985,Hilmarsson 1985,"Hilmarsson, Jörundur",,,,,,,,,,Die Sprache,,,,False,False,
552,"Kim, Ronald I. (2000),  'To drink’ in Anatolian, Tocharian, and Proto-Indo-European, Historische Sprachforschung 113:1-2, p. 151–170",,,,,,,,113:1-2,,151--170,"'To drink’ in Anatolian, Tocharian, and Proto-Indo-European",article,,,2000,Kim 2000,"Kim, Ronald I.",,,,,,,,,,Historische Sprachforschung,,,,False,False,
553,"Pinault, Georges-Jean (2005), Tocharian ‘woman’, in: Hr̥dā́ mánasā. Сборник статей к 70-летию со дня рождения профессора Леонарда Георгиевича Герценберга, p. 201–214, Nauka St. Petersburg",,,Hr̥dā́ mánasā,,,,,,,201--214,Tocharian ‘woman’,inbook,,,2005,Pinault 2005,"Pinault, Georges-Jean",,,Nauka,,,Сборник статей к 70-летию со дня рождения профессора Леонарда Георгиевича Герценберга,,,,,St. Petersburg,,,False,False,
555,"Schindler, Jochem (1967), Tocharische Miszellen, in: Indogermanische Forschungen (IF) 72, p. 239–249",,,,,,,,72,,239--249,Tocharische Miszellen,article,,,1967,Schindler 1967,"Schindler, Jochem",,,,,,,,,,Indogermanische Forschungen (IF),,,,False,False,
556,"Seebold, Elmar (1970), Vergleichendes und etymologisches Wörterbuch der germanischen starken Verben, Mouton The Hague et al.",,,,,,,,,,,Vergleichendes und etymologisches Wörterbuch der germanischen starken Verben,book,,,1970,Seebold 1970,"Seebold, Elmar",,,Mouton,,,,,,,,The Hague and others,,,False,False,
557,"Schrijver, Peter",,,,,,,,,,,,misc,,,,"Schrijver, Peter","Schrijver, Peter",,,,,,,,,,,,,,False,False,
558,"Klingenschmitt, Gert (1982), Das altarmenische Verbum, Reichert Wiesbaden",,,,,,,,,,,Das altarmenische Verbum,book,,,1982,Klingenschmitt 1982,"Klingenschmitt, Gert",,,Reichert,,,,,,,,Wiesbaden,,,False,False,
559,"Matasović, Ranko (2008), Poredbenopovijesna gramatika hrvatskoga jezika [grammar of the Croatian language], Matica hrvatska Zagreb",,,,,,,grammar of the Croatian language,,,,Poredbenopovijesna gramatika hrvatskoga jezika,book,,,2008,Matasović 2008,"Matasović, Ranko",,,Matica hrvatska,,,,,,,,Zagreb,,,False,False,
560,"Lubotsky, A. M. (2006), IE 'heel', in: Studi linguistici in onore di Roberto Gusmani, a cura di R. Bombi et al., Edizione dell'Orso, pp. 1005–1101",,,Studi linguistici in onore di Roberto Gusmani,,,,,,,1005-1101,Indo-European 'heel',inbook,,,2006,Lubotsky 2006,"Lubotsky, Alexander M.","Bombi, R. et al.",,Edizione dell'Orso,,,,,,,,,,,False,False,
561,"Matasović, Ranko",,,,,,,,,,,,misc,,,,"Matasović, Ranko","Matasović, Ranko",,,,,,,,,,,,,,False,False,
562,"Geiger, Wilhelm (1941), An Etymological Glossary of the Sinhalese Language, Royal Asiatic Soc. Colombo",,,,,,,,,,,An Etymological Glossary of the Sinhalese Language,book,,,1941,Geiger 1941,"Geiger, Wilhelm",,,Royal Asiatic Soc.,,,,,,,,Colombo,,,False,False,
564,"Hübschmann, H. (1897), Armenische Grammatik, Teil 1 Armenische Etymologie, Breitkopf & Härtel Leipzig",,,,,,,,,,,Armenische Grammatik,book,,,1897,Hübschmann 1897,"Hübschmann, H.",,,Breitkopf & Härtel,,,,,,,,Leipzig,1 Armenische Etymologie,,False,False,
565,Morgenstierne 1969,,,,,,(Xerox copy),,,Oslo University Library,,"""Kati"" Lexicon (unpublished)",misc,,,1969,Morgenstierne 1969,"Morgenstierne, Georg",,,(unpublished),,,,,,,,Oslo,,,False,False,
566,Kalaṣa-alâ Lexicon,,,,,,,,,,,Kalaṣa-alâ Lexicon,online,http://nuristan.info/lngFrameL.html,,2011,Strand 2011b,"Strand, Richard F.",,,,,,,,,,,,,,False,False,
567,"Sims-Williams, Nicholas. 2007. Bactrian Documents From Northern Afghanistan II: Letters and Buddhist Texts. Oxford: Azimuth Editions",,,,,,,,,,,Bactrian Documents from Northern Afghanistan II: Letters and Buddhist Texts,book,,,2007,Sims-Williams 2007,"Sims-Williams, Nicholas",,,Azimuth Editions,,,,,,,,Oxford,,,False,False,
